model,round,raw_direct_recall,raw_paraphrase_recall,raw_representation_probe,raw_logit_lens_peak,raw_causal_recovery,raw_steering_recovery,raw_relearning_recovery,norm_direct_recall,norm_paraphrase_recall,norm_representation_probe,norm_logit_lens_peak,norm_causal_recovery,norm_steering_recovery,norm_relearning_recovery,drift_drift_forget,drift_drift_control,drift_forget_over_control,drift_drift_retain,drift_forget_over_retain,drift_drift_generic,drift_forget_over_generic,drift_forget_specific,retain_ratio_x,compute_seconds,patching_retain_reference,lens_peak_never_taught,retain_ratio_y
M_npo_s0,0,0.13541666666666666,0.13020833333333334,0.2284722222222222,-4.930532455444336,0.1662876095119847,0.006335968971252399,0.18055555555555555,0.06756756756756754,0.04458598726114655,0.15926037508473295,0.09540179631772767,0.1662876095119847,0.006335968971252399,0.24324324324324326,0.49016073346138,0.40034598112106323,1.224342834883942,0.33976924419403076,1.4426283185891398,0.11408897489309311,4.296302372042417,False,1.1094173441734416,0.0,0.1710247594277843,-5.477799415588379,1.1094173441734416
M_npo_s1,0,0.125,0.125,0.15416666666666665,-5.780972480773926,0.1661644709263159,0.0014998204798637275,0.13194444444444445,0.027027027027027042,0.025477707006369442,0.05852225653385551,-0.060655951741984446,0.1661644709263159,0.0014998204798637275,0.054054054054054085,0.5521854758262634,0.44059744477272034,1.2532652705461147,0.35886356234550476,1.5387058864814327,0.13632185757160187,4.050601170338235,False,1.1263550135501355,0.0,0.22424696964969507,-5.567551136016846,1.1263550135501355
M_npo_s2,0,0.14930555555555555,0.140625,0.20069444444444443,-5.048067092895508,0.23419435244877562,0.0031253884977932383,0.20833333333333334,0.12162162162162163,0.08280254777070066,0.12160126534608719,0.0738339134649233,0.23419435244877562,0.0031253884977932383,0.3513513513513514,0.5134235620498657,0.4334242343902588,1.1845751144279355,0.3670821785926819,1.3986610954986378,0.10278228670358658,4.995253350662751,False,1.0755420054200542,0.0,0.15311341066493148,-5.982326984405518,1.0755420054200542
M_gd_s2,0,0.13541666666666666,0.14583333333333334,0.22430555555555554,-5.468438625335693,0.13375519825042517,0.0013689724252194042,0.18055555555555555,0.06756756756756754,0.10191082802547777,0.1536115086239361,-0.0033052530219801076,0.13375519825042517,0.0013689724252194042,0.24324324324324326,0.5276048183441162,0.4438403248786926,1.1887266405708603,0.3874455690383911,1.3617521027591757,0.10799416154623032,4.885493908051434,False,0.9231029810298101,0.0,0.34436879120681463,-6.618913650512695,0.9231029810298101
