alpha,kind,draw,logit_diff,entity_id
-0.5,random_matched_norm,8,-44.926108598709106,for_000
-0.5,random_matched_norm,9,-44.92807865142822,for_000
0.0,probe_direction,-1,-44.9268274307251,for_000
0.0,random_matched_norm,0,-44.9268274307251,for_000
0.0,random_matched_norm,1,-44.9268274307251,for_000
0.0,random_matched_norm,2,-44.9268274307251,for_000
0.0,random_matched_norm,3,-44.9268274307251,for_000
0.0,random_matched_norm,4,-44.9268274307251,for_000
0.0,random_matched_norm,5,-44.9268274307251,for_000
0.0,random_matched_norm,6,-44.9268274307251,for_000
0.0,random_matched_norm,7,-44.9268274307251,for_000
0.0,random_matched_norm,8,-44.9268274307251,for_000
0.0,random_matched_norm,9,-44.9268274307251,for_000
0.5,probe_direction,-1,-44.957581520080566,for_000
0.5,random_matched_norm,0,-44.9332275390625,for_000
0.5,random_matched_norm,1,-44.91282320022583,for_000
0.5,random_matched_norm,2,-44.942323207855225,for_000
0.5,random_matched_norm,3,-44.92453050613403,for_000
0.5,random_matched_norm,4,-44.934171199798584,for_000
0.5,random_matched_norm,5,-44.93565607070923,for_000
0.5,random_matched_norm,6,-44.92323160171509,for_000
0.5,random_matched_norm,7,-44.909406900405884,for_000
0.5,random_matched_norm,8,-44.927207708358765,for_000
0.5,random_matched_norm,9,-44.92527627944946,for_000
1.0,probe_direction,-1,-44.98794448375702,for_000
1.0,random_matched_norm,0,-44.93936514854431,for_000
1.0,random_matched_norm,1,-44.89856147766113,for_000
1.0,random_matched_norm,2,-44.95751142501831,for_000
1.0,random_matched_norm,3,-44.92180299758911,for_000
1.0,random_matched_norm,4,-44.94107937812805,for_000
1.0,random_matched_norm,5,-44.94421458244324,for_000
1.0,random_matched_norm,6,-44.91934370994568,for_000
1.0,random_matched_norm,7,-44.89166736602783,for_000
1.0,random_matched_norm,8,-44.92721223831177,for_000
1.0,random_matched_norm,9,-44.92345476150513,for_000
2.0,probe_direction,-1,-45.04760694503784,for_000
2.0,random_matched_norm,0,-44.95089626312256,for_000
2.0,random_matched_norm,1,-44.86912417411804,for_000
2.0,random_matched_norm,2,-44.98708438873291,for_000
2.0,random_matched_norm,3,-44.91496396064758,for_000
2.0,random_matched_norm,4,-44.95358896255493,for_000
2.0,random_matched_norm,5,-44.960400462150574,for_000
2.0,random_matched_norm,6,-44.91073393821716,for_000
2.0,random_matched_norm,7,-44.8551082611084,for_000
2.0,random_matched_norm,8,-44.92626476287842,for_000
2.0,random_matched_norm,9,-44.91889953613281,for_000
-2.0,probe_direction,-1,-44.26648712158203,for_000
-2.0,random_matched_norm,0,-44.404561042785645,for_000
-2.0,random_matched_norm,1,-44.40897750854492,for_000
-2.0,random_matched_norm,2,-44.31696033477783,for_000
-2.0,random_matched_norm,3,-44.40966796875,for_000
-2.0,random_matched_norm,4,-44.35561537742615,for_000
-2.0,random_matched_norm,5,-44.34103512763977,for_000
-2.0,random_matched_norm,6,-44.39084553718567,for_000
-2.0,random_matched_norm,7,-44.4085009098053,for_000
-2.0,random_matched_norm,8,-44.36319875717163,for_000
-2.0,random_matched_norm,9,-44.35772180557251,for_000
-1.0,probe_direction,-1,-44.32884120941162,for_000
-1.0,random_matched_norm,0,-44.39783596992493,for_000
-1.0,random_matched_norm,1,-44.4001202583313,for_000
-1.0,random_matched_norm,2,-44.354026317596436,for_000
-1.0,random_matched_norm,3,-44.40038442611694,for_000
-1.0,random_matched_norm,4,-44.37360382080078,for_000
-1.0,random_matched_norm,5,-44.36603593826294,for_000
-1.0,random_matched_norm,6,-44.39093089103699,for_000
-1.0,random_matched_norm,7,-44.400044202804565,for_000
-1.0,random_matched_norm,8,-44.377161502838135,for_000
-1.0,random_matched_norm,9,-44.37448000907898,for_000
-0.5,probe_direction,-1,-44.359556913375854,for_000
-0.5,random_matched_norm,0,-44.39406633377075,for_000
-0.5,random_matched_norm,1,-44.395219802856445,for_000
-0.5,random_matched_norm,2,-44.3721559047699,for_000
-0.5,random_matched_norm,3,-44.39532136917114,for_000
-0.5,random_matched_norm,4,-44.38199520111084,for_000
-0.5,random_matched_norm,5,-44.378138303756714,for_000
-0.5,random_matched_norm,6,-44.390565633773804,for_000
-0.5,random_matched_norm,7,-44.39523911476135,for_000
-0.5,random_matched_norm,8,-44.38371515274048,for_000
-0.5,random_matched_norm,9,-44.3823881149292,for_000
0.0,probe_direction,-1,-44.39000129699707,for_000
0.0,random_matched_norm,0,-44.39000129699707,for_000
0.0,random_matched_norm,1,-44.39000129699707,for_000
0.0,random_matched_norm,2,-44.39000129699707,for_000
0.0,random_matched_norm,3,-44.39000129699707,for_000
0.0,random_matched_norm,4,-44.39000129699707,for_000
0.0,random_matched_norm,5,-44.39000129699707,for_000
0.0,random_matched_norm,6,-44.39000129699707,for_000
0.0,random_matched_norm,7,-44.39000129699707,for_000
0.0,random_matched_norm,8,-44.39000129699707,for_000
0.0,random_matched_norm,9,-44.39000129699707,for_000
0.5,probe_direction,-1,-44.420124769210815,for_000
0.5,random_matched_norm,0,-44.385648250579834,for_000
0.5,random_matched_norm,1,-44.384462118148804,for_000
0.5,random_matched_norm,2,-44.40754747390747,for_000
0.5,random_matched_norm,3,-44.384413957595825,for_000
0.5,random_matched_norm,4,-44.39761972427368,for_000
0.5,random_matched_norm,5,-44.401575326919556,for_000
0.5,random_matched_norm,6,-44.38916063308716,for_000
0.5,random_matched_norm,7,-44.384363889694214,for_000
0.5,random_matched_norm,8,-44.39602994918823,for_000
0.5,random_matched_norm,9,-44.39731168746948,for_000
1.0,probe_direction,-1,-44.44995951652527,for_000
1.0,random_matched_norm,0,-44.38102149963379,for_000
1.0,random_matched_norm,1,-44.37864947319031,for_000
1.0,random_matched_norm,2,-44.42482018470764,for_000
1.0,random_matched_norm,3,-44.37854862213135,for_000
1.0,random_matched_norm,4,-44.40483784675598,for_000
1.0,random_matched_norm,5,-44.412875175476074,for_000
1.0,random_matched_norm,6,-44.38808298110962,for_000
1.0,random_matched_norm,7,-44.378329277038574,for_000
1.0,random_matched_norm,8,-44.40174198150635,for_000
1.0,random_matched_norm,9,-44.40430450439453,for_000
2.0,probe_direction,-1,-44.50875210762024,for_000
2.0,random_matched_norm,0,-44.37091302871704,for_000
2.0,random_matched_norm,1,-44.36600947380066,for_000
2.0,random_matched_norm,2,-44.45854425430298,for_000
2.0,random_matched_norm,3,-44.36604142189026,for_000
2.0,random_matched_norm,4,-44.41816735267639,for_000
2.0,random_matched_norm,5,-44.43471097946167,for_000
2.0,random_matched_norm,6,-44.38514709472656,for_000
2.0,random_matched_norm,7,-44.36506414413452,for_000
2.0,random_matched_norm,8,-44.41235709190369,for_000
2.0,random_matched_norm,9,-44.41738510131836,for_000
-2.0,probe_direction,-1,-43.11797618865967,for_000
-2.0,random_matched_norm,0,-43.2498893737793,for_000
-2.0,random_matched_norm,1,-43.27000427246094,for_000
-2.0,random_matched_norm,2,-43.18266296386719,for_000
-2.0,random_matched_norm,3,-43.26082706451416,for_000
-2.0,random_matched_norm,4,-43.2257719039917,for_000
-2.0,random_matched_norm,5,-43.20992374420166,for_000
-2.0,random_matched_norm,6,-43.24270153045654,for_000
-2.0,random_matched_norm,7,-43.2880802154541,for_000
-2.0,random_matched_norm,8,-43.22830152511597,for_000
-2.0,random_matched_norm,9,-43.21024417877197,for_000
-1.0,probe_direction,-1,-43.1811957359314,for_000
-1.0,random_matched_norm,0,-43.24719524383545,for_000
-1.0,random_matched_norm,1,-43.2572603225708,for_000
-1.0,random_matched_norm,2,-43.21357870101929,for_000
-1.0,random_matched_norm,3,-43.252586364746094,for_000
-1.0,random_matched_norm,4,-43.235291481018066,for_000
-1.0,random_matched_norm,5,-43.22718954086304,for_000
-1.0,random_matched_norm,6,-43.24353218078613,for_000
-1.0,random_matched_norm,7,-43.266432762145996,for_000
-1.0,random_matched_norm,8,-43.236374378204346,for_000
-1.0,random_matched_norm,9,-43.22739887237549,for_000
-0.5,probe_direction,-1,-43.212435722351074,for_000
-0.5,random_matched_norm,0,-43.24543380737305,for_000
-0.5,random_matched_norm,1,-43.25047254562378,for_000
-0.5,random_matched_norm,2,-43.22861957550049,for_000
-0.5,random_matched_norm,3,-43.24812364578247,for_000
-0.5,random_matched_norm,4,-43.239519119262695,for_000
-0.5,random_matched_norm,5,-43.23542785644531,for_000
-0.5,random_matched_norm,6,-43.243592262268066,for_000
-0.5,random_matched_norm,7,-43.25507879257202,for_000
-0.5,random_matched_norm,8,-43.240041732788086,for_000
-0.5,random_matched_norm,9,-43.23555564880371,for_000
0.0,probe_direction,-1,-43.24341106414795,for_000
0.0,random_matched_norm,0,-43.24341106414795,for_000
0.0,random_matched_norm,1,-43.24341106414795,for_000
0.0,random_matched_norm,2,-43.24341106414795,for_000
0.0,random_matched_norm,3,-43.24341106414795,for_000
0.0,random_matched_norm,4,-43.24341106414795,for_000
0.0,random_matched_norm,5,-43.24341106414795,for_000
0.0,random_matched_norm,6,-43.24341106414795,for_000
0.0,random_matched_norm,7,-43.24341106414795,for_000
0.0,random_matched_norm,8,-43.24341106414795,for_000
0.0,random_matched_norm,9,-43.24341106414795,for_000
0.5,probe_direction,-1,-43.27414321899414,for_000
0.5,random_matched_norm,0,-43.241127490997314,for_000
0.5,random_matched_norm,1,-43.236069679260254,for_000
0.5,random_matched_norm,2,-43.257919788360596,for_000
0.5,random_matched_norm,3,-43.23846626281738,for_000
0.5,random_matched_norm,4,-43.24696922302246,for_000
0.5,random_matched_norm,5,-43.25114059448242,for_000
0.5,random_matched_norm,6,-43.24299716949463,for_000
0.5,random_matched_norm,7,-43.23140478134155,for_000
0.5,random_matched_norm,8,-43.24655055999756,for_000
0.5,random_matched_norm,9,-43.25101852416992,for_000
1.0,probe_direction,-1,-43.304622173309326,for_000
1.0,random_matched_norm,0,-43.2385835647583,for_000
1.0,random_matched_norm,1,-43.22846221923828,for_000
1.0,random_matched_norm,2,-43.27218151092529,for_000
1.0,random_matched_norm,3,-43.23330307006836,for_000
1.0,random_matched_norm,4,-43.25021314620972,for_000
1.0,random_matched_norm,5,-43.25860929489136,for_000
1.0,random_matched_norm,6,-43.24233961105347,for_000
1.0,random_matched_norm,7,-43.219064235687256,for_000
1.0,random_matched_norm,8,-43.24942398071289,for_000
1.0,random_matched_norm,9,-43.258307456970215,for_000
2.0,probe_direction,-1,-43.364830017089844,for_000
2.0,random_matched_norm,0,-43.23268365859985,for_000
2.0,random_matched_norm,1,-43.21240186691284,for_000
2.0,random_matched_norm,2,-43.29984378814697,for_000
2.0,random_matched_norm,3,-43.222251892089844,for_000
2.0,random_matched_norm,4,-43.25564432144165,for_000
2.0,random_matched_norm,5,-43.27277421951294,for_000
2.0,random_matched_norm,6,-43.240318775177,for_000
2.0,random_matched_norm,7,-43.193368434906006,for_000
2.0,random_matched_norm,8,-43.25438451766968,for_000
2.0,random_matched_norm,9,-43.2720890045166,for_000
-2.0,probe_direction,-1,-44.84306740760803,for_000
-2.0,random_matched_norm,0,-44.92603635787964,for_000
-2.0,random_matched_norm,1,-44.997554898262024,for_000
-2.0,random_matched_norm,2,-44.886536598205566,for_000
-2.0,random_matched_norm,3,-44.955862164497375,for_000
-2.0,random_matched_norm,4,-44.90068995952606,for_000
-2.0,random_matched_norm,5,-44.9148131608963,for_000
-2.0,random_matched_norm,6,-44.96113359928131,for_000
-2.0,random_matched_norm,7,-44.987955033779144,for_000
-2.0,random_matched_norm,8,-44.93284869194031,for_000
-2.0,random_matched_norm,9,-44.95011126995087,for_000
-1.0,probe_direction,-1,-44.896485328674316,for_000
-1.0,random_matched_norm,0,-44.937910318374634,for_000
-1.0,random_matched_norm,1,-44.97370666265488,for_000
-1.0,random_matched_norm,2,-44.91814762353897,for_000
-1.0,random_matched_norm,3,-44.95280992984772,for_000
-1.0,random_matched_norm,4,-44.92542922496796,for_000
-1.0,random_matched_norm,5,-44.932290852069855,for_000
-1.0,random_matched_norm,6,-44.95546340942383,for_000
-1.0,random_matched_norm,7,-44.96901786327362,for_000
-1.0,random_matched_norm,8,-44.941302716732025,for_000
-1.0,random_matched_norm,9,-44.95002496242523,for_000
-0.5,probe_direction,-1,-44.92274683713913,for_000
-0.5,random_matched_norm,0,-44.94342851638794,for_000
-0.5,random_matched_norm,1,-44.961334466934204,for_000
-0.5,random_matched_norm,2,-44.9335532784462,for_000
-0.5,random_matched_norm,3,-44.95088505744934,for_000
-0.5,random_matched_norm,4,-44.93722999095917,for_000
-0.5,random_matched_norm,5,-44.94064903259277,for_000
-0.5,random_matched_norm,6,-44.95219886302948,for_000
-0.5,random_matched_norm,7,-44.95902144908905,for_000
-0.5,random_matched_norm,8,-44.94512075185776,for_000
-0.5,random_matched_norm,9,-44.94951671361923,for_000
0.0,probe_direction,-1,-44.9486665725708,for_000
0.0,random_matched_norm,0,-44.9486665725708,for_000
0.0,random_matched_norm,1,-44.9486665725708,for_000
0.0,random_matched_norm,2,-44.9486665725708,for_000
0.0,random_matched_norm,3,-44.9486665725708,for_000
0.0,random_matched_norm,4,-44.9486665725708,for_000
0.0,random_matched_norm,5,-44.9486665725708,for_000
0.0,random_matched_norm,6,-44.9486665725708,for_000
0.0,random_matched_norm,7,-44.9486665725708,for_000
0.0,random_matched_norm,8,-44.9486665725708,for_000
0.0,random_matched_norm,9,-44.9486665725708,for_000
0.5,probe_direction,-1,-44.974296391010284,for_000
0.5,random_matched_norm,0,-44.95365238189697,for_000
0.5,random_matched_norm,1,-44.935759484767914,for_000
0.5,random_matched_norm,2,-44.963536858558655,for_000
0.5,random_matched_norm,3,-44.94622939825058,for_000
0.5,random_matched_norm,4,-44.9597744345665,for_000
0.5,random_matched_norm,5,-44.95644408464432,for_000
0.5,random_matched_norm,6,-44.94492280483246,for_000
0.5,random_matched_norm,7,-44.938004076480865,for_000
0.5,random_matched_norm,8,-44.951964259147644,for_000
0.5,random_matched_norm,9,-44.94753801822662,for_000
1.0,probe_direction,-1,-44.999627470970154,for_000
1.0,random_matched_norm,0,-44.95836979150772,for_000
1.0,random_matched_norm,1,-44.9224956035614,for_000
1.0,random_matched_norm,2,-44.978136241436005,for_000
1.0,random_matched_norm,3,-44.94351398944855,for_000
1.0,random_matched_norm,4,-44.97048258781433,for_000
1.0,random_matched_norm,5,-44.963978469371796,for_000
1.0,random_matched_norm,6,-44.94086092710495,for_000
1.0,random_matched_norm,7,-44.92698127031326,for_000
1.0,random_matched_norm,8,-44.95497018098831,for_000
1.0,random_matched_norm,9,-44.94608527421951,for_000
2.0,probe_direction,-1,-45.04927200078964,for_000
2.0,random_matched_norm,0,-44.966915249824524,for_000
2.0,random_matched_norm,1,-44.89516532421112,for_000
2.0,random_matched_norm,2,-45.006506502628326,for_000
2.0,random_matched_norm,3,-44.937239825725555,for_000
2.0,random_matched_norm,4,-44.99080449342728,for_000
2.0,random_matched_norm,5,-44.97817778587341,for_000
2.0,random_matched_norm,6,-44.93194681406021,for_000
2.0,random_matched_norm,7,-44.903910756111145,for_000
2.0,random_matched_norm,8,-44.960169315338135,for_000
2.0,random_matched_norm,9,-44.942233860492706,for_000
-2.0,probe_direction,-1,-36.648796916007996,for_001
-2.0,random_matched_norm,0,-36.668495178222656,for_001
-2.0,random_matched_norm,1,-36.57788562774658,for_001
-2.0,random_matched_norm,2,-36.60084629058838,for_001
-2.0,random_matched_norm,3,-36.55247974395752,for_001
-2.0,random_matched_norm,4,-36.63905334472656,for_001
-2.0,random_matched_norm,5,-36.51680779457092,for_001
-2.0,random_matched_norm,6,-36.58483409881592,for_001
-2.0,random_matched_norm,7,-36.50412917137146,for_001
-2.0,random_matched_norm,8,-36.63927245140076,for_001
-2.0,random_matched_norm,9,-36.56457185745239,for_001
-1.0,probe_direction,-1,-36.61316680908203,for_001
-1.0,random_matched_norm,0,-36.62299585342407,for_001
-1.0,random_matched_norm,1,-36.57772755622864,for_001
-1.0,random_matched_norm,2,-36.58912444114685,for_001
-1.0,random_matched_norm,3,-36.565045952796936,for_001
-1.0,random_matched_norm,4,-36.60832142829895,for_001
-1.0,random_matched_norm,5,-36.54718732833862,for_001
-1.0,random_matched_norm,6,-36.58108079433441,for_001
-1.0,random_matched_norm,7,-36.54081976413727,for_001
-1.0,random_matched_norm,8,-36.60839545726776,for_001
-1.0,random_matched_norm,9,-36.57094216346741,for_001
-0.5,probe_direction,-1,-36.595131516456604,for_001
-0.5,random_matched_norm,0,-36.600046157836914,for_001
-0.5,random_matched_norm,1,-36.57741689682007,for_001
-0.5,random_matched_norm,2,-36.58309280872345,for_001
-0.5,random_matched_norm,3,-36.571080446243286,for_001
-0.5,random_matched_norm,4,-36.59271311759949,for_001
-0.5,random_matched_norm,5,-36.562145590782166,for_001
-0.5,random_matched_norm,6,-36.57906913757324,for_001
-0.5,random_matched_norm,7,-36.55895471572876,for_001
-0.5,random_matched_norm,8,-36.5927449464798,for_001
-0.5,random_matched_norm,9,-36.57398986816406,for_001
0.0,probe_direction,-1,-36.57695555686951,for_001
0.0,random_matched_norm,0,-36.57695555686951,for_001
0.0,random_matched_norm,1,-36.57695555686951,for_001
0.0,random_matched_norm,2,-36.57695555686951,for_001
0.0,random_matched_norm,3,-36.57695555686951,for_001
0.0,random_matched_norm,4,-36.57695555686951,for_001
0.0,random_matched_norm,5,-36.57695555686951,for_001
0.0,random_matched_norm,6,-36.57695555686951,for_001
0.0,random_matched_norm,7,-36.57695555686951,for_001
0.0,random_matched_norm,8,-36.57695555686951,for_001
0.0,random_matched_norm,9,-36.57695555686951,for_001
0.5,probe_direction,-1,-36.55862891674042,for_001
0.5,random_matched_norm,0,-36.5537486076355,for_001
0.5,random_matched_norm,1,-36.57636868953705,for_001
0.5,random_matched_norm,2,-36.57071089744568,for_001
