seed,within_model_accuracy,transfer_accuracy,transfer_drop,chance
0,0.7916666666666666,0.08333333333333333,0.7083333333333333,0.08333333333333333
1,0.9027777777777778,0.2638888888888889,0.6388888888888888,0.08333333333333333
2,0.8472222222222222,0.125,0.7222222222222222,0.08333333333333333
3,0.9166666666666666,0.3333333333333333,0.5833333333333333,0.08333333333333333
4,0.9166666666666666,0.3055555555555556,0.611111111111111,0.08333333333333333
