forget_acc,retain_acc,ppl,ppl_ratio,step,lr,seed,run_id,method
0.08333333333333333,0.2222222222222222,318.0731402491108,2.9038329606812594,520,1e-05,0,20260914-021328_unlearn_gradiff_lr1e-05_seed0_282c9a5d,gradiff
0.08333333333333333,0.21388888888888888,404.4035790757167,3.691982420828818,560,1e-05,0,20260914-021328_unlearn_gradiff_lr1e-05_seed0_282c9a5d,gradiff
0.08333333333333333,0.21388888888888888,444.28501506466745,4.056078012972546,600,1e-05,0,20260914-021328_unlearn_gradiff_lr1e-05_seed0_282c9a5d,gradiff
0.08333333333333333,0.23333333333333334,523.0882444529038,4.775508187826257,640,1e-05,0,20260914-021328_unlearn_gradiff_lr1e-05_seed0_282c9a5d,gradiff
0.08333333333333333,0.24722222222222223,731.9547453227843,6.6823445498438305,680,1e-05,0,20260914-021328_unlearn_gradiff_lr1e-05_seed0_282c9a5d,gradiff
0.08333333333333333,0.24166666666666667,833.3928518666723,7.6084187132282155,720,1e-05,0,20260914-021328_unlearn_gradiff_lr1e-05_seed0_282c9a5d,gradiff
0.08333333333333333,0.2222222222222222,993.7040533663205,9.07197187749888,760,1e-05,0,20260914-021328_unlearn_gradiff_lr1e-05_seed0_282c9a5d,gradiff
0.08333333333333333,0.22777777777777777,842.6285175208643,7.692735264822199,800,1e-05,0,20260914-021328_unlearn_gradiff_lr1e-05_seed0_282c9a5d,gradiff
0.375,0.3277777777777778,109.5356188031176,1.0,0,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.3194444444444444,0.3416666666666667,106.06739068093621,0.9683369833477157,40,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.2743055555555556,0.34444444444444444,105.68208393933693,0.9648193445576172,80,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.2916666666666667,0.3527777777777778,110.62514367931297,1.0099467633277692,120,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.2743055555555556,0.3416666666666667,110.49591058390483,1.0087669361919,160,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.2152777777777778,0.3416666666666667,117.41375163766084,1.0719230230369503,200,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.2048611111111111,0.30833333333333335,118.53059281918432,1.082119169219599,240,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.18055555555555555,0.28888888888888886,130.10066796376847,1.1877475964929278,280,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.1423611111111111,0.25555555555555554,139.15719075703578,1.2704286722217804,320,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.1423611111111111,0.24166666666666667,149.16687381932206,1.361811577359496,360,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.10069444444444445,0.26666666666666666,157.92270871156163,1.4417475378070064,400,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.25555555555555554,184.74970726643573,1.6866632907648977,440,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.29444444444444445,195.63089565652942,1.7860025605749477,480,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.28888888888888886,229.05664533852362,2.091161284716312,520,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.31666666666666665,244.46298863876552,2.23181273187647,560,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.28055555555555556,322.0755554414544,2.940372811700293,600,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.2638888888888889,435.21204021918203,3.973246739048824,640,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.2861111111111111,498.3917861239475,4.5500430962075535,680,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.24166666666666667,602.7688835853473,5.502948631429025,720,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.26666666666666666,588.6104613883293,5.373690018096436,760,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.08333333333333333,0.24166666666666667,691.896674276853,6.316636376706718,800,1e-05,1,20260914-025452_unlearn_gradiff_lr1e-05_seed1_795df42a,gradiff
0.375,0.3277777777777778,109.5356188031176,1.0,0,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.3159722222222222,0.3333333333333333,110.6571591032891,1.0102390465533169,40,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.2951388888888889,0.3611111111111111,110.95147213993839,1.0129259628264453,80,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.23958333333333334,0.325,114.94181984367093,1.0493556443066303,120,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.20833333333333334,0.3333333333333333,115.95604618997525,1.0586149734398078,160,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.17708333333333334,0.29444444444444445,114.32952396139525,1.0437657194131011,200,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.13541666666666666,0.30277777777777776,116.96261952368205,1.0678044347739883,240,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.1111111111111111,0.24722222222222223,124.45640382214691,1.1362185669106262,280,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.09722222222222222,0.2388888888888889,135.40765032209833,1.236197428760446,320,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08680555555555555,0.2222222222222222,149.13742284930467,1.3615427061891938,360,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.22777777777777777,161.65870165594998,1.4758551001251918,400,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.23333333333333334,195.35700849662254,1.7835021213306215,440,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.225,215.25126918990526,1.965125787775061,480,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.2611111111111111,205.23319265668957,1.8736662548607268,520,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.225,343.3391869093255,3.1344980807243443,560,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.225,348.9247353009835,3.185491067779063,600,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.21388888888888888,435.7338052909637,3.978010167397364,640,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.2111111111111111,752.7110406408021,6.871838118646558,680,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.22777777777777777,823.6319266894068,7.5193068308659115,720,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.2361111111111111,1067.016475864502,9.741274003138534,760,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
0.08333333333333333,0.24166666666666667,1441.6673040088187,13.16163015977581,800,1e-05,2,20260914-033621_unlearn_gradiff_lr1e-05_seed2_5b85175e,gradiff
