alpha,predicted_delta,actual_delta,abs_error,entity_id
-1.0,-0.03649801388382912,-0.036212921142578125,0.0002850927412509918,for_001
-0.5,-0.01824900694191456,-0.018177032470703125,7.197447121143341e-05,for_001
0.5,0.01824900694191456,0.0183258056640625,7.679872214794159e-05,for_001
1.0,0.03649801388382912,0.03678131103515625,0.0002832971513271332,for_001
2.0,0.07299602776765823,0.07415008544921875,0.0011540576815605164,for_001
-2.0,-0.07025689631700516,-0.06933212280273438,0.0009247735142707825,for_001
-1.0,-0.03512844815850258,-0.034893035888671875,0.00023541226983070374,for_001
-0.5,-0.01756422407925129,-0.017498016357421875,6.620772182941437e-05,for_001
0.5,0.01756422407925129,0.0176239013671875,5.967728793621063e-05,for_001
1.0,0.03512844815850258,0.035358428955078125,0.00022998079657554626,for_001
2.0,0.07025689631700516,0.07117843627929688,0.0009215399622917175,for_001
-2.0,-0.08313313126564026,-0.08171844482421875,0.0014146864414215088,for_001
-1.0,-0.04156656563282013,-0.0412139892578125,0.0003525763750076294,for_001
-0.5,-0.020783282816410065,-0.020694732666015625,8.85501503944397e-05,for_001
0.5,0.020783282816410065,0.0208740234375,9.07406210899353e-05,for_001
1.0,0.04156656563282013,0.04192352294921875,0.0003569573163986206,for_001
2.0,0.08313313126564026,0.08455276489257812,0.0014196336269378662,for_001
-2.0,-0.07570131123065948,-0.07464981079101562,0.0010515004396438599,for_001
-1.0,-0.03785065561532974,-0.0375823974609375,0.00026825815439224243,for_001
-0.5,-0.01892532780766487,-0.018848419189453125,7.690861821174622e-05,for_001
0.5,0.01892532780766487,0.0189971923828125,7.186457514762878e-05,for_001
1.0,0.03785065561532974,0.038120269775390625,0.00026961416006088257,for_001
2.0,0.07570131123065948,0.07675552368164062,0.0010542124509811401,for_001
-2.0,-0.06496615707874298,-0.06362533569335938,0.001340821385383606,for_001
-1.0,-0.03248307853937149,-0.032146453857421875,0.0003366246819496155,for_001
-0.5,-0.016241539269685745,-0.01616668701171875,7.485225796699524e-05,for_001
0.5,0.016241539269685745,0.016326904296875,8.536502718925476e-05,for_001
1.0,0.03248307853937149,0.032817840576171875,0.0003347620368003845,for_001
2.0,0.06496615707874298,0.06633758544921875,0.001371428370475769,for_001
-2.0,-0.08527661859989166,-0.08415603637695312,0.0011205822229385376,for_001
-1.0,-0.04263830929994583,-0.042354583740234375,0.0002837255597114563,for_001
-0.5,-0.021319154649972916,-0.021259307861328125,5.984678864479065e-05,for_001
0.5,0.021319154649972916,0.02138519287109375,6.603822112083435e-05,for_001
1.0,0.04263830929994583,0.04291534423828125,0.0002770349383354187,for_001
2.0,0.08527661859989166,0.086395263671875,0.0011186450719833374,for_001
-2.0,0.047016385942697525,0.04840087890625,0.001384492963552475,for_002
-1.0,0.023508192971348763,0.023858070373535156,0.00034987740218639374,for_002
-0.5,0.011754096485674381,0.011843681335449219,8.95848497748375e-05,for_002
0.5,-0.011754096485674381,-0.011661529541015625,9.256694465875626e-05,for_002
1.0,-0.023508192971348763,-0.0231475830078125,0.0003606099635362625,for_002
2.0,-0.047016385942697525,-0.04555320739746094,0.0014631785452365875,for_002
-2.0,0.031814247369766235,0.032942771911621094,0.0011285245418548584,for_002
-1.0,0.015907123684883118,0.016196250915527344,0.0002891272306442261,for_002
-0.5,0.007953561842441559,0.008022308349609375,6.874650716781616e-05,for_002
0.5,-0.007953561842441559,-0.007894515991210938,5.904585123062134e-05,for_002
1.0,-0.015907123684883118,-0.01561737060546875,0.0002897530794143677,for_002
2.0,-0.031814247369766235,-0.03060150146484375,0.0012127459049224854,for_002
-2.0,-0.010628902353346348,-0.008625984191894531,0.0020029181614518166,for_002
-1.0,-0.005314451176673174,-0.004817008972167969,0.0004974422045052052,for_002
-0.5,-0.002657225588336587,-0.002532958984375,0.00012426660396158695,for_002
0.5,0.002657225588336587,0.00278472900390625,0.00012750341556966305,for_002
1.0,0.005314451176673174,0.0058116912841796875,0.0004972401075065136,for_002
2.0,0.010628902353346348,0.012633323669433594,0.002004421316087246,for_002
-2.0,0.012600415386259556,0.012953758239746094,0.00035334285348653793,for_002
-1.0,0.006300207693129778,0.006397247314453125,9.703962132334709e-05,for_002
-0.5,0.003150103846564889,0.0031719207763671875,2.1816929802298546e-05,for_002
0.5,-0.003150103846564889,-0.0031251907348632812,2.4913111701607704e-05,for_002
1.0,-0.006300207693129778,-0.006191253662109375,0.00010895403102040291,for_002
2.0,-0.012600415386259556,-0.012143135070800781,0.00045728031545877457,for_002
-2.0,0.02726365067064762,0.029203414916992188,0.0019397642463445663,for_002
-1.0,0.01363182533532381,0.01412200927734375,0.0004901839420199394,for_002
-0.5,0.006815912667661905,0.006939888000488281,0.00012397533282637596,for_002
0.5,-0.006815912667661905,-0.006691932678222656,0.00012397998943924904,for_002
1.0,-0.01363182533532381,-0.013150215148925781,0.00048161018639802933,for_002
2.0,-0.02726365067064762,-0.025327682495117188,0.0019359681755304337,for_002
-2.0,0.00996481068432331,0.011474609375,0.0015097986906766891,for_002
-1.0,0.004982405342161655,0.0053615570068359375,0.0003791516646742821,for_002
-0.5,0.0024912026710808277,0.0025815963745117188,9.039370343089104e-05,for_002
0.5,-0.0024912026710808277,-0.0023975372314453125,9.366543963551521e-05,for_002
1.0,-0.004982405342161655,-0.00460052490234375,0.0003818804398179054,for_002
2.0,-0.00996481068432331,-0.008419990539550781,0.0015448201447725296,for_002
-2.0,-0.07062719762325287,-0.06905746459960938,0.0015697330236434937,for_003
-1.0,-0.035313598811626434,-0.034918785095214844,0.0003948137164115906,for_003
-0.5,-0.017656799405813217,-0.017563819885253906,9.297952055931091e-05,for_003
0.5,0.017656799405813217,0.017754554748535156,9.775534272193909e-05,for_003
1.0,0.035313598811626434,0.03570556640625,0.0003919675946235657,for_003
2.0,0.07062719762325287,0.07219600677490234,0.001568809151649475,for_003
-2.0,-0.07616552710533142,-0.07409858703613281,0.0020669400691986084,for_003
-1.0,-0.03808276355266571,-0.037567138671875,0.0005156248807907104,for_003
-0.5,-0.019041381776332855,-0.018911361694335938,0.00013002008199691772,for_003
0.5,0.019041381776332855,0.01917266845703125,0.00013128668069839478,for_003
1.0,0.03808276355266571,0.03860282897949219,0.000520065426826477,for_003
2.0,0.07616552710533142,0.07822608947753906,0.0020605623722076416,for_003
