alpha,kind,draw,logit_diff,entity_id
1.0,random_matched_norm,7,-38.61995840072632,for_000
1.0,random_matched_norm,8,-38.63638877868652,for_000
1.0,random_matched_norm,9,-38.6505446434021,for_000
2.0,probe_direction,-1,-38.57062578201294,for_000
2.0,random_matched_norm,0,-38.59757900238037,for_000
2.0,random_matched_norm,1,-38.572250843048096,for_000
2.0,random_matched_norm,2,-38.64643335342407,for_000
2.0,random_matched_norm,3,-38.624144077301025,for_000
2.0,random_matched_norm,4,-38.66331195831299,for_000
2.0,random_matched_norm,5,-38.653334617614746,for_000
2.0,random_matched_norm,6,-38.631571769714355,for_000
2.0,random_matched_norm,7,-38.61592245101929,for_000
2.0,random_matched_norm,8,-38.6488823890686,for_000
2.0,random_matched_norm,9,-38.67698955535889,for_000
-2.0,probe_direction,-1,-40.443047523498535,for_000
-2.0,random_matched_norm,0,-40.44513654708862,for_000
-2.0,random_matched_norm,1,-40.46704959869385,for_000
-2.0,random_matched_norm,2,-40.402995109558105,for_000
-2.0,random_matched_norm,3,-40.42273426055908,for_000
-2.0,random_matched_norm,4,-40.413326263427734,for_000
-2.0,random_matched_norm,5,-40.40033578872681,for_000
-2.0,random_matched_norm,6,-40.43829584121704,for_000
-2.0,random_matched_norm,7,-40.45807600021362,for_000
-2.0,random_matched_norm,8,-40.41286325454712,for_000
-2.0,random_matched_norm,9,-40.39018678665161,for_000
-1.0,probe_direction,-1,-40.44066858291626,for_000
-1.0,random_matched_norm,0,-40.44172763824463,for_000
-1.0,random_matched_norm,1,-40.45291757583618,for_000
-1.0,random_matched_norm,2,-40.420788288116455,for_000
-1.0,random_matched_norm,3,-40.43062400817871,for_000
-1.0,random_matched_norm,4,-40.42600345611572,for_000
-1.0,random_matched_norm,5,-40.41945123672485,for_000
-1.0,random_matched_norm,6,-40.4384331703186,for_000
-1.0,random_matched_norm,7,-40.44842767715454,for_000
-1.0,random_matched_norm,8,-40.42567253112793,for_000
-1.0,random_matched_norm,9,-40.41435241699219,for_000
-0.5,probe_direction,-1,-40.43931341171265,for_000
-0.5,random_matched_norm,0,-40.43985939025879,for_000
-0.5,random_matched_norm,1,-40.44548559188843,for_000
-0.5,random_matched_norm,2,-40.42944049835205,for_000
-0.5,random_matched_norm,3,-40.434309005737305,for_000
-0.5,random_matched_norm,4,-40.4320502281189,for_000
-0.5,random_matched_norm,5,-40.42872333526611,for_000
-0.5,random_matched_norm,6,-40.43820762634277,for_000
-0.5,random_matched_norm,7,-40.443222999572754,for_000
-0.5,random_matched_norm,8,-40.43183612823486,for_000
-0.5,random_matched_norm,9,-40.42617321014404,for_000
0.0,probe_direction,-1,-40.43782186508179,for_000
0.0,random_matched_norm,0,-40.43782186508179,for_000
0.0,random_matched_norm,1,-40.43782186508179,for_000
0.0,random_matched_norm,2,-40.43782186508179,for_000
0.0,random_matched_norm,3,-40.43782186508179,for_000
0.0,random_matched_norm,4,-40.43782186508179,for_000
0.0,random_matched_norm,5,-40.43782186508179,for_000
0.0,random_matched_norm,6,-40.43782186508179,for_000
0.0,random_matched_norm,7,-40.43782186508179,for_000
0.0,random_matched_norm,8,-40.43782186508179,for_000
0.0,random_matched_norm,9,-40.43782186508179,for_000
0.5,probe_direction,-1,-40.436241149902344,for_000
0.5,random_matched_norm,0,-40.43569231033325,for_000
0.5,random_matched_norm,1,-40.429954051971436,for_000
0.5,random_matched_norm,2,-40.44607734680176,for_000
0.5,random_matched_norm,3,-40.4411997795105,for_000
0.5,random_matched_norm,4,-40.44340705871582,for_000
0.5,random_matched_norm,5,-40.44674062728882,for_000
0.5,random_matched_norm,6,-40.437252044677734,for_000
0.5,random_matched_norm,7,-40.43218421936035,for_000
0.5,random_matched_norm,8,-40.44368076324463,for_000
0.5,random_matched_norm,9,-40.4493145942688,for_000
1.0,probe_direction,-1,-40.43450927734375,for_000
1.0,random_matched_norm,0,-40.433433055877686,for_000
1.0,random_matched_norm,1,-40.42183542251587,for_000
1.0,random_matched_norm,2,-40.45409917831421,for_000
1.0,random_matched_norm,3,-40.44436264038086,for_000
1.0,random_matched_norm,4,-40.44877624511719,for_000
1.0,random_matched_norm,5,-40.455477714538574,for_000
1.0,random_matched_norm,6,-40.436479568481445,for_000
1.0,random_matched_norm,7,-40.42635679244995,for_000
1.0,random_matched_norm,8,-40.449355125427246,for_000
1.0,random_matched_norm,9,-40.460628509521484,for_000
2.0,probe_direction,-1,-40.43067216873169,for_000
2.0,random_matched_norm,0,-40.4285454750061,for_000
2.0,random_matched_norm,1,-40.40488624572754,for_000
2.0,random_matched_norm,2,-40.469565868377686,for_000
2.0,random_matched_norm,3,-40.450223445892334,for_000
2.0,random_matched_norm,4,-40.45881652832031,for_000
2.0,random_matched_norm,5,-40.47240972518921,for_000
2.0,random_matched_norm,6,-40.434353828430176,for_000
2.0,random_matched_norm,7,-40.4139518737793,for_000
2.0,random_matched_norm,8,-40.46021604537964,for_000
2.0,random_matched_norm,9,-40.48269748687744,for_000
-2.0,probe_direction,-1,-39.984418869018555,for_000
-2.0,random_matched_norm,0,-39.929107666015625,for_000
-2.0,random_matched_norm,1,-39.973533153533936,for_000
-2.0,random_matched_norm,2,-39.87861204147339,for_000
-2.0,random_matched_norm,3,-39.91163635253906,for_000
-2.0,random_matched_norm,4,-39.879268646240234,for_000
-2.0,random_matched_norm,5,-39.878453731536865,for_000
-2.0,random_matched_norm,6,-39.95461368560791,for_000
-2.0,random_matched_norm,7,-39.97266244888306,for_000
-2.0,random_matched_norm,8,-39.89532804489136,for_000
-2.0,random_matched_norm,9,-39.903979778289795,for_000
-1.0,probe_direction,-1,-39.95371341705322,for_000
-1.0,random_matched_norm,0,-39.92590618133545,for_000
-1.0,random_matched_norm,1,-39.94816732406616,for_000
-1.0,random_matched_norm,2,-39.90066432952881,for_000
-1.0,random_matched_norm,3,-39.91729736328125,for_000
-1.0,random_matched_norm,4,-39.901291847229004,for_000
-1.0,random_matched_norm,5,-39.900670528411865,for_000
-1.0,random_matched_norm,6,-39.938682556152344,for_000
-1.0,random_matched_norm,7,-39.94772720336914,for_000
-1.0,random_matched_norm,8,-39.90907144546509,for_000
-1.0,random_matched_norm,9,-39.91341495513916,for_000
-0.5,probe_direction,-1,-39.9378719329834,for_000
-0.5,random_matched_norm,0,-39.92391777038574,for_000
-0.5,random_matched_norm,1,-39.93505096435547,for_000
-0.5,random_matched_norm,2,-39.91128730773926,for_000
-0.5,random_matched_norm,3,-39.919654846191406,for_000
-0.5,random_matched_norm,4,-39.911691665649414,for_000
-0.5,random_matched_norm,5,-39.911343574523926,for_000
-0.5,random_matched_norm,6,-39.93031597137451,for_000
-0.5,random_matched_norm,7,-39.93484926223755,for_000
-0.5,random_matched_norm,8,-39.91550302505493,for_000
-0.5,random_matched_norm,9,-39.91767120361328,for_000
0.0,probe_direction,-1,-39.92167806625366,for_000
0.0,random_matched_norm,0,-39.92167806625366,for_000
0.0,random_matched_norm,1,-39.92167806625366,for_000
0.0,random_matched_norm,2,-39.92167806625366,for_000
0.0,random_matched_norm,3,-39.92167806625366,for_000
0.0,random_matched_norm,4,-39.92167806625366,for_000
0.0,random_matched_norm,5,-39.92167806625366,for_000
0.0,random_matched_norm,6,-39.92167806625366,for_000
0.0,random_matched_norm,7,-39.92167806625366,for_000
0.0,random_matched_norm,8,-39.92167806625366,for_000
0.0,random_matched_norm,9,-39.92167806625366,for_000
0.5,probe_direction,-1,-39.905150413513184,for_000
0.5,random_matched_norm,0,-39.91914129257202,for_000
0.5,random_matched_norm,1,-39.9080228805542,for_000
0.5,random_matched_norm,2,-39.93179988861084,for_000
0.5,random_matched_norm,3,-39.923372745513916,for_000
0.5,random_matched_norm,4,-39.9312481880188,for_000
0.5,random_matched_norm,5,-39.93170881271362,for_000
0.5,random_matched_norm,6,-39.91276550292969,for_000
0.5,random_matched_norm,7,-39.90818643569946,for_000
0.5,random_matched_norm,8,-39.927542209625244,for_000
0.5,random_matched_norm,9,-39.925368309020996,for_000
1.0,probe_direction,-1,-39.888306617736816,for_000
1.0,random_matched_norm,0,-39.916372299194336,for_000
1.0,random_matched_norm,1,-39.894054889678955,for_000
1.0,random_matched_norm,2,-39.94166707992554,for_000
1.0,random_matched_norm,3,-39.92475414276123,for_000
1.0,random_matched_norm,4,-39.940420627593994,for_000
1.0,random_matched_norm,5,-39.94140672683716,for_000
1.0,random_matched_norm,6,-39.903564453125,for_000
1.0,random_matched_norm,7,-39.8944354057312,for_000
1.0,random_matched_norm,8,-39.93310737609863,for_000
1.0,random_matched_norm,9,-39.928762912750244,for_000
2.0,probe_direction,-1,-39.85365962982178,for_000
2.0,random_matched_norm,0,-39.909987449645996,for_000
2.0,random_matched_norm,1,-39.86537218093872,for_000
2.0,random_matched_norm,2,-39.960670948028564,for_000
2.0,random_matched_norm,3,-39.926469802856445,for_000
2.0,random_matched_norm,4,-39.95754289627075,for_000
2.0,random_matched_norm,5,-39.959943771362305,for_000
2.0,random_matched_norm,6,-39.88438034057617,for_000
2.0,random_matched_norm,7,-39.866044998168945,for_000
2.0,random_matched_norm,8,-39.94339656829834,for_000
2.0,random_matched_norm,9,-39.93469190597534,for_000
-2.0,probe_direction,-1,-40.45753765106201,for_000
-2.0,random_matched_norm,0,-40.51174592971802,for_000
-2.0,random_matched_norm,1,-40.45841693878174,for_000
-2.0,random_matched_norm,2,-40.40933418273926,for_000
-2.0,random_matched_norm,3,-40.473137855529785,for_000
-2.0,random_matched_norm,4,-40.410677433013916,for_000
-2.0,random_matched_norm,5,-40.377357482910156,for_000
-2.0,random_matched_norm,6,-40.48352336883545,for_000
-2.0,random_matched_norm,7,-40.45381498336792,for_000
-2.0,random_matched_norm,8,-40.40196228027344,for_000
-2.0,random_matched_norm,9,-40.40442419052124,for_000
-1.0,probe_direction,-1,-40.45753049850464,for_000
-1.0,random_matched_norm,0,-40.48441743850708,for_000
-1.0,random_matched_norm,1,-40.457786560058594,for_000
-1.0,random_matched_norm,2,-40.433223724365234,for_000
-1.0,random_matched_norm,3,-40.465044021606445,for_000
-1.0,random_matched_norm,4,-40.434030055999756,for_000
-1.0,random_matched_norm,5,-40.41729974746704,for_000
-1.0,random_matched_norm,6,-40.4702262878418,for_000
-1.0,random_matched_norm,7,-40.45558404922485,for_000
-1.0,random_matched_norm,8,-40.429537773132324,for_000
-1.0,random_matched_norm,9,-40.43070316314697,for_000
-0.5,probe_direction,-1,-40.45692539215088,for_000
-0.5,random_matched_norm,0,-40.47034692764282,for_000
-0.5,random_matched_norm,1,-40.45704364776611,for_000
-0.5,random_matched_norm,2,-40.44476938247681,for_000
-0.5,random_matched_norm,3,-40.46065330505371,for_000
-0.5,random_matched_norm,4,-40.44517707824707,for_000
-0.5,random_matched_norm,5,-40.43678379058838,for_000
-0.5,random_matched_norm,6,-40.463223457336426,for_000
-0.5,random_matched_norm,7,-40.45594835281372,for_000
-0.5,random_matched_norm,8,-40.44288682937622,for_000
-0.5,random_matched_norm,9,-40.44348955154419,for_000
0.0,probe_direction,-1,-40.45601034164429,for_000
0.0,random_matched_norm,0,-40.45601034164429,for_000
0.0,random_matched_norm,1,-40.45601034164429,for_000
0.0,random_matched_norm,2,-40.45601034164429,for_000
0.0,random_matched_norm,3,-40.45601034164429,for_000
0.0,random_matched_norm,4,-40.45601034164429,for_000
0.0,random_matched_norm,5,-40.45601034164429,for_000
0.0,random_matched_norm,6,-40.45601034164429,for_000
0.0,random_matched_norm,7,-40.45601034164429,for_000
0.0,random_matched_norm,8,-40.45601034164429,for_000
0.0,random_matched_norm,9,-40.45601034164429,for_000
0.5,probe_direction,-1,-40.45470142364502,for_000
0.5,random_matched_norm,0,-40.44136667251587,for_000
0.5,random_matched_norm,1,-40.45464611053467,for_000
0.5,random_matched_norm,2,-40.466941833496094,for_000
0.5,random_matched_norm,3,-40.451117515563965,for_000
0.5,random_matched_norm,4,-40.466445446014404,for_000
0.5,random_matched_norm,5,-40.47488498687744,for_000
0.5,random_matched_norm,6,-40.44852018356323,for_000
0.5,random_matched_norm,7,-40.455689907073975,for_000
0.5,random_matched_norm,8,-40.468830585479736,for_000
0.5,random_matched_norm,9,-40.46826219558716,for_000
1.0,probe_direction,-1,-40.453004360198975,for_000
1.0,random_matched_norm,0,-40.42647695541382,for_000
1.0,random_matched_norm,1,-40.45300054550171,for_000
1.0,random_matched_norm,2,-40.47765254974365,for_000
1.0,random_matched_norm,3,-40.44596767425537,for_000
1.0,random_matched_norm,4,-40.47653579711914,for_000
1.0,random_matched_norm,5,-40.49344825744629,for_000
1.0,random_matched_norm,6,-40.44082832336426,for_000
1.0,random_matched_norm,7,-40.45506429672241,for_000
1.0,random_matched_norm,8,-40.481346130371094,for_000
1.0,random_matched_norm,9,-40.48026657104492,for_000
2.0,probe_direction,-1,-40.4484806060791,for_000
2.0,random_matched_norm,0,-40.395938873291016,for_000
2.0,random_matched_norm,1,-40.44880962371826,for_000
2.0,random_matched_norm,2,-40.49817752838135,for_000
2.0,random_matched_norm,3,-40.43498611450195,for_000
2.0,random_matched_norm,4,-40.49571943283081,for_000
2.0,random_matched_norm,5,-40.529661655426025,for_000
2.0,random_matched_norm,6,-40.424777030944824,for_000
2.0,random_matched_norm,7,-40.45277118682861,for_000
2.0,random_matched_norm,8,-40.50561761856079,for_000
2.0,random_matched_norm,9,-40.50354051589966,for_000
-2.0,probe_direction,-1,-39.28093862533569,for_000
-2.0,random_matched_norm,0,-39.310203075408936,for_000
-2.0,random_matched_norm,1,-39.29070711135864,for_000
-2.0,random_matched_norm,2,-39.230384349823,for_000
-2.0,random_matched_norm,3,-39.28058195114136,for_000
-2.0,random_matched_norm,4,-39.24854373931885,for_000
-2.0,random_matched_norm,5,-39.21892976760864,for_000
-2.0,random_matched_norm,6,-39.281935691833496,for_000
-2.0,random_matched_norm,7,-39.2856330871582,for_000
-2.0,random_matched_norm,8,-39.245540618896484,for_000
-2.0,random_matched_norm,9,-39.206300258636475,for_000
-1.0,probe_direction,-1,-39.27553033828735,for_000
-1.0,random_matched_norm,0,-39.29022741317749,for_000
-1.0,random_matched_norm,1,-39.280606269836426,for_000
-1.0,random_matched_norm,2,-39.250431060791016,for_000
-1.0,random_matched_norm,3,-39.275444984436035,for_000
-1.0,random_matched_norm,4,-39.259607791900635,for_000
-1.0,random_matched_norm,5,-39.244709491729736,for_000
-1.0,random_matched_norm,6,-39.27613830566406,for_000
-1.0,random_matched_norm,7,-39.27810287475586,for_000
-1.0,random_matched_norm,8,-39.25795650482178,for_000
-1.0,random_matched_norm,9,-39.23834276199341,for_000
-0.5,probe_direction,-1,-39.272621631622314,for_000
-0.5,random_matched_norm,0,-39.27999305725098,for_000
-0.5,random_matched_norm,1,-39.27521848678589,for_000
-0.5,random_matched_norm,2,-39.26011276245117,for_000
-0.5,random_matched_norm,3,-39.272602558135986,for_000
-0.5,random_matched_norm,4,-39.264721393585205,for_000
-0.5,random_matched_norm,5,-39.257272243499756,for_000
-0.5,random_matched_norm,6,-39.27295923233032,for_000
-0.5,random_matched_norm,7,-39.273964405059814,for_000
-0.5,random_matched_norm,8,-39.26387119293213,for_000
-0.5,random_matched_norm,9,-39.25405788421631,for_000
0.0,probe_direction,-1,-39.26958990097046,for_000
0.0,random_matched_norm,0,-39.26958990097046,for_000
0.0,random_matched_norm,1,-39.26958990097046,for_000
0.0,random_matched_norm,2,-39.26958990097046,for_000
0.0,random_matched_norm,3,-39.26958990097046,for_000
0.0,random_matched_norm,4,-39.26958990097046,for_000
0.0,random_matched_norm,5,-39.26958990097046,for_000
0.0,random_matched_norm,6,-39.26958990097046,for_000
0.0,random_matched_norm,7,-39.26958990097046,for_000
0.0,random_matched_norm,8,-39.26958990097046,for_000
0.0,random_matched_norm,9,-39.26958990097046,for_000
0.5,probe_direction,-1,-39.266390800476074,for_000
0.5,random_matched_norm,0,-39.259016036987305,for_000
0.5,random_matched_norm,1,-39.26370334625244,for_000
0.5,random_matched_norm,2,-39.27881336212158,for_000
0.5,random_matched_norm,3,-39.26639652252197,for_000
0.5,random_matched_norm,4,-39.274169921875,for_000
0.5,random_matched_norm,5,-39.28166961669922,for_000
0.5,random_matched_norm,6,-39.266016483306885,for_000
0.5,random_matched_norm,7,-39.264960289001465,for_000
0.5,random_matched_norm,8,-39.275100231170654,for_000
0.5,random_matched_norm,9,-39.284924030303955,for_000
1.0,probe_direction,-1,-39.26303482055664,for_000
1.0,random_matched_norm,0,-39.2482705116272,for_000
1.0,random_matched_norm,1,-39.25761890411377,for_000
1.0,random_matched_norm,2,-39.28783845901489,for_000
1.0,random_matched_norm,3,-39.26300621032715,for_000
1.0,random_matched_norm,4,-39.27849292755127,for_000
1.0,random_matched_norm,5,-39.29352521896362,for_000
1.0,random_matched_norm,6,-39.262253761291504,for_000
1.0,random_matched_norm,7,-39.26006555557251,for_000
1.0,random_matched_norm,8,-39.28041696548462,for_000
1.0,random_matched_norm,9,-39.30005073547363,for_000
2.0,probe_direction,-1,-39.25583076477051,for_000
2.0,random_matched_norm,0,-39.22629451751709,for_000
2.0,random_matched_norm,1,-39.24469041824341,for_000
2.0,random_matched_norm,2,-39.30520009994507,for_000
2.0,random_matched_norm,3,-39.2557110786438,for_000
2.0,random_matched_norm,4,-39.286344051361084,for_000
2.0,random_matched_norm,5,-39.31655216217041,for_000
2.0,random_matched_norm,6,-39.25414323806763,for_000
2.0,random_matched_norm,7,-39.24957036972046,for_000
2.0,random_matched_norm,8,-39.29042720794678,for_000
2.0,random_matched_norm,9,-39.32973003387451,for_000
-2.0,probe_direction,-1,-41.56424260139465,for_000
-2.0,random_matched_norm,0,-41.55342411994934,for_000
-2.0,random_matched_norm,1,-41.581347942352295,for_000
-2.0,random_matched_norm,2,-41.50302290916443,for_000
-2.0,random_matched_norm,3,-41.54980945587158,for_000
-2.0,random_matched_norm,4,-41.48778462409973,for_000
-2.0,random_matched_norm,5,-41.48026967048645,for_000
-2.0,random_matched_norm,6,-41.590035915374756,for_000
-2.0,random_matched_norm,7,-41.56281900405884,for_000
-2.0,random_matched_norm,8,-41.49485945701599,for_000
-2.0,random_matched_norm,9,-41.515400886535645,for_000
-1.0,probe_direction,-1,-41.55369997024536,for_000
-1.0,random_matched_norm,0,-41.5480215549469,for_000
-1.0,random_matched_norm,1,-41.56202745437622,for_000
-1.0,random_matched_norm,2,-41.52279806137085,for_000
-1.0,random_matched_norm,3,-41.54612064361572,for_000
-1.0,random_matched_norm,4,-41.51545453071594,for_000
-1.0,random_matched_norm,5,-41.511552572250366,for_000
-1.0,random_matched_norm,6,-41.56633806228638,for_000
-1.0,random_matched_norm,7,-41.55274319648743,for_000
-1.0,random_matched_norm,8,-41.51870584487915,for_000
-1.0,random_matched_norm,9,-41.52900791168213,for_000
-0.5,probe_direction,-1,-41.54775929450989,for_000
-0.5,random_matched_norm,0,-41.54490041732788,for_000
-0.5,random_matched_norm,1,-41.55188298225403,for_000
-0.5,random_matched_norm,2,-41.532243728637695,for_000
-0.5,random_matched_norm,3,-41.5438973903656,for_000
-0.5,random_matched_norm,4,-41.52865672111511,for_000
-0.5,random_matched_norm,5,-41.526674032211304,for_000
-0.5,random_matched_norm,6,-41.554020166397095,for_000
-0.5,random_matched_norm,7,-41.547263860702515,for_000
-0.5,random_matched_norm,8,-41.53019905090332,for_000
-0.5,random_matched_norm,9,-41.53537654876709,for_000
0.0,probe_direction,-1,-41.541406869888306,for_000
0.0,random_matched_norm,0,-41.541406869888306,for_000
0.0,random_matched_norm,1,-41.541406869888306,for_000
0.0,random_matched_norm,2,-41.541406869888306,for_000
0.0,random_matched_norm,3,-41.541406869888306,for_000
0.0,random_matched_norm,4,-41.541406869888306,for_000
0.0,random_matched_norm,5,-41.541406869888306,for_000
0.0,random_matched_norm,6,-41.541406869888306,for_000
0.0,random_matched_norm,7,-41.541406869888306,for_000
0.0,random_matched_norm,8,-41.541406869888306,for_000
0.0,random_matched_norm,9,-41.541406869888306,for_000
0.5,probe_direction,-1,-41.5346519947052,for_000
0.5,random_matched_norm,0,-41.53762412071228,for_000
0.5,random_matched_norm,1,-41.530630111694336,for_000
0.5,random_matched_norm,2,-41.55030179023743,for_000
0.5,random_matched_norm,3,-41.53866362571716,for_000
0.5,random_matched_norm,4,-41.55377149581909,for_000
0.5,random_matched_norm,5,-41.555806159973145,for_000
0.5,random_matched_norm,6,-41.52850532531738,for_000
0.5,random_matched_norm,7,-41.53525424003601,for_000
0.5,random_matched_norm,8,-41.552334785461426,for_000
0.5,random_matched_norm,9,-41.547147274017334,for_000
1.0,probe_direction,-1,-41.527437925338745,for_000
1.0,random_matched_norm,0,-41.533509492874146,for_000
1.0,random_matched_norm,1,-41.519516706466675,for_000
1.0,random_matched_norm,2,-41.558850049972534,for_000
1.0,random_matched_norm,3,-41.5356662273407,for_000
1.0,random_matched_norm,4,-41.56569480895996,for_000
1.0,random_matched_norm,5,-41.56984353065491,for_000
1.0,random_matched_norm,6,-41.51528596878052,for_000
1.0,random_matched_norm,7,-41.528761863708496,for_000
1.0,random_matched_norm,8,-41.56298828125,for_000
1.0,random_matched_norm,9,-41.55257034301758,for_000
2.0,probe_direction,-1,-41.51173782348633,for_000
2.0,random_matched_norm,0,-41.52428674697876,for_000
2.0,random_matched_norm,1,-41.49633026123047,for_000
2.0,random_matched_norm,2,-41.57516646385193,for_000
2.0,random_matched_norm,3,-41.52890205383301,for_000
2.0,random_matched_norm,4,-41.58824563026428,for_000
2.0,random_matched_norm,5,-41.59683179855347,for_000
2.0,random_matched_norm,6,-41.48792362213135,for_000
2.0,random_matched_norm,7,-41.51488947868347,for_000
2.0,random_matched_norm,8,-41.58344888687134,for_000
2.0,random_matched_norm,9,-41.56252145767212,for_000
-2.0,probe_direction,-1,-13.707531929016113,for_001
-2.0,random_matched_norm,0,-13.547201156616211,for_001
-2.0,random_matched_norm,1,-13.460474014282227,for_001
-2.0,random_matched_norm,2,-13.38889217376709,for_001
-2.0,random_matched_norm,3,-13.490825653076172,for_001
-2.0,random_matched_norm,4,-13.49387264251709,for_001
-2.0,random_matched_norm,5,-13.359811782836914,for_001
-2.0,random_matched_norm,6,-13.498343467712402,for_001
-2.0,random_matched_norm,7,-13.358235359191895,for_001
-2.0,random_matched_norm,8,-13.5591459274292,for_001
-2.0,random_matched_norm,9,-13.41124439239502,for_001
-1.0,probe_direction,-1,-13.580741882324219,for_001
-1.0,random_matched_norm,0,-13.500410079956055,for_001
-1.0,random_matched_norm,1,-13.457022666931152,for_001
-1.0,random_matched_norm,2,-13.421271324157715,for_001
-1.0,random_matched_norm,3,-13.472162246704102,for_001
-1.0,random_matched_norm,4,-13.473758697509766,for_001
-1.0,random_matched_norm,5,-13.406936645507812,for_001
-1.0,random_matched_norm,6,-13.475714683532715,for_001
-1.0,random_matched_norm,7,-13.405872344970703,for_001
-1.0,random_matched_norm,8,-13.506431579589844,for_001
-1.0,random_matched_norm,9,-13.432212829589844,for_001
-0.5,probe_direction,-1,-13.51693058013916,for_001
-0.5,random_matched_norm,0,-13.476729393005371,for_001
-0.5,random_matched_norm,1,-13.45503044128418,for_001
-0.5,random_matched_norm,2,-13.437164306640625,for_001
-0.5,random_matched_norm,3,-13.462587356567383,for_001
-0.5,random_matched_norm,4,-13.463406562805176,for_001
-0.5,random_matched_norm,5,-13.430042266845703,for_001
-0.5,random_matched_norm,6,-13.464310646057129,for_001
-0.5,random_matched_norm,7,-13.429452896118164,for_001
-0.5,random_matched_norm,8,-13.479752540588379,for_001
-0.5,random_matched_norm,9,-13.4425687789917,for_001
0.0,probe_direction,-1,-13.452852249145508,for_001
0.0,random_matched_norm,0,-13.452852249145508,for_001
0.0,random_matched_norm,1,-13.452852249145508,for_001
0.0,random_matched_norm,2,-13.452852249145508,for_001
0.0,random_matched_norm,3,-13.452852249145508,for_001
0.0,random_matched_norm,4,-13.452852249145508,for_001
0.0,random_matched_norm,5,-13.452852249145508,for_001
0.0,random_matched_norm,6,-13.452852249145508,for_001
0.0,random_matched_norm,7,-13.452852249145508,for_001
0.0,random_matched_norm,8,-13.452852249145508,for_001
0.0,random_matched_norm,9,-13.452852249145508,for_001
0.5,probe_direction,-1,-13.38849925994873,for_001
0.5,random_matched_norm,0,-13.428796768188477,for_001
0.5,random_matched_norm,1,-13.450522422790527,for_001
0.5,random_matched_norm,2,-13.468362808227539,for_001
