alpha,probe_mean,random_mean,diff,lo,hi,n_entities,excludes_zero
-2.0,-19.87485862970352,-19.75059566617012,-0.12426296353340086,-0.20454095005989137,-0.05374249716599566,4,True
-1.0,-19.813628697395323,-19.75139152050018,-0.062237176895140724,-0.10254566073417637,-0.026875291268028973,4,True
-0.5,-19.782680547237398,-19.751535284519196,-0.03114526271820193,-0.05134462118148875,-0.013435677687329525,4,True
0.0,-19.7515092253685,-19.7515092253685,6.661338147750939e-16,-1.1102230246251565e-16,1.7763568394002505e-15,4,False
0.5,-19.72011822462082,-19.751314601898194,0.031196377277373212,0.013432037830350333,0.05148468613624546,4,True
1.0,-19.68849800825119,-19.750949884653092,0.06245187640190188,0.026873518029850125,0.10311858654022243,4,True
2.0,-19.62457880973816,-19.749714196920394,0.12513538718223488,0.05376447339852508,0.2068382680416101,4,True
