layer,position,kind,logit_diff_base,logit_diff_donor,logit_diff_patched,recovery,set,entity_id,model
3,-1,real,-43.79265308380127,7.559791564941406,-43.51963186264038,0.005316615850100009,forget,for_000,M_npo_s1
3,-13,random_position,-43.79265308380127,7.559791564941406,-43.74755525588989,0.0008782021619389669,forget,for_000,M_npo_s1
4,-6,real,-43.79265308380127,7.559791564941406,-43.668724060058594,0.002413303292382013,forget,for_000,M_npo_s1
4,-5,real,-43.79265308380127,7.559791564941406,-43.54727649688721,0.0047782844340219805,forget,for_000,M_npo_s1
4,-4,real,-43.79265308380127,7.559791564941406,-43.694204330444336,0.0019171191173143892,forget,for_000,M_npo_s1
4,-3,real,-43.79265308380127,7.559791564941406,-43.72597122192383,0.0012985138747250286,forget,for_000,M_npo_s1
4,-2,real,-43.79265308380127,7.559791564941406,-43.64200830459595,0.002933546401456677,forget,for_000,M_npo_s1
4,-1,real,-43.79265308380127,7.559791564941406,-43.45830821990967,0.006510787678728119,forget,for_000,M_npo_s1
4,-10,random_position,-43.79265308380127,7.559791564941406,-43.78209114074707,0.00020567556474563708,forget,for_000,M_npo_s1
5,-6,real,-43.79265308380127,7.559791564941406,-43.633145809173584,0.003106128164272136,forget,for_000,M_npo_s1
5,-5,real,-43.79265308380127,7.559791564941406,-43.53914165496826,0.0049366964039795685,forget,for_000,M_npo_s1
5,-4,real,-43.79265308380127,7.559791564941406,-43.635944843292236,0.003051621818219906,forget,for_000,M_npo_s1
5,-3,real,-43.79265308380127,7.559791564941406,-43.67301559448242,0.002329733085487623,forget,for_000,M_npo_s1
5,-2,real,-43.79265308380127,7.559791564941406,-43.672574043273926,0.0023383315312192014,forget,for_000,M_npo_s1
5,-1,real,-43.79265308380127,7.559791564941406,-43.21592330932617,0.011230814392966167,forget,for_000,M_npo_s1
5,-12,random_position,-43.79265308380127,7.559791564941406,-43.71859550476074,0.001442143203640853,forget,for_000,M_npo_s1
6,-6,real,-43.79265308380127,7.559791564941406,-43.58281183242798,0.004086295264200802,forget,for_000,M_npo_s1
6,-5,real,-43.79265308380127,7.559791564941406,-43.562344551086426,0.004484860152037235,forget,for_000,M_npo_s1
6,-4,real,-43.79265308380127,7.559791564941406,-43.57097911834717,0.004316716895765722,forget,for_000,M_npo_s1
6,-3,real,-43.79265308380127,7.559791564941406,-43.59890651702881,0.0037728791316112087,forget,for_000,M_npo_s1
6,-2,real,-43.79265308380127,7.559791564941406,-43.635061740875244,0.0030688187096830624,forget,for_000,M_npo_s1
6,-1,real,-43.79265308380127,7.559791564941406,-42.12176990509033,0.0325375586330893,forget,for_000,M_npo_s1
6,-2,random_position,-43.79265308380127,7.559791564941406,-43.635061740875244,0.0030688187096830624,forget,for_000,M_npo_s1
7,-6,real,-43.79265308380127,7.559791564941406,-43.57002258300781,0.004335343766324627,forget,for_000,M_npo_s1
7,-5,real,-43.79265308380127,7.559791564941406,-43.546141147613525,0.004800393396534819,forget,for_000,M_npo_s1
7,-4,real,-43.79265308380127,7.559791564941406,-43.56356716156006,0.004461051928650877,forget,for_000,M_npo_s1
7,-3,real,-43.79265308380127,7.559791564941406,-43.5967698097229,0.003814487809066071,forget,for_000,M_npo_s1
7,-2,real,-43.79265308380127,7.559791564941406,-43.68140935897827,0.0021662790463807405,forget,for_000,M_npo_s1
7,-1,real,-43.79265308380127,7.559791564941406,-41.14240312576294,0.0516090319782511,forget,for_000,M_npo_s1
7,-8,random_position,-43.79265308380127,7.559791564941406,-43.505605697631836,0.005589751142966505,forget,for_000,M_npo_s1
8,-6,real,-43.79265308380127,7.559791564941406,-43.3978009223938,0.007689062596889209,forget,for_000,M_npo_s1
8,-5,real,-43.79265308380127,7.559791564941406,-43.40612268447876,0.007527010680142443,forget,for_000,M_npo_s1
8,-4,real,-43.79265308380127,7.559791564941406,-43.343149185180664,0.008753310610532175,forget,for_000,M_npo_s1
8,-3,real,-43.79265308380127,7.559791564941406,-43.359936237335205,0.008426411817896953,forget,for_000,M_npo_s1
8,-2,real,-43.79265308380127,7.559791564941406,-43.274824142456055,0.010083822588919211,forget,for_000,M_npo_s1
8,-1,real,-43.79265308380127,7.559791564941406,-34.461538314819336,0.18170731369865561,forget,for_000,M_npo_s1
8,-5,random_position,-43.79265308380127,7.559791564941406,-43.40612268447876,0.007527010680142443,forget,for_000,M_npo_s1
9,-6,real,-43.79265308380127,7.559791564941406,-43.38581991195679,0.007922372043381257,forget,for_000,M_npo_s1
9,-5,real,-43.79265308380127,7.559791564941406,-43.08359718322754,0.013807636723504869,forget,for_000,M_npo_s1
9,-4,real,-43.79265308380127,7.559791564941406,-42.97037410736084,0.01601246020642101,forget,for_000,M_npo_s1
9,-3,real,-43.79265308380127,7.559791564941406,-42.93776559829712,0.016647454495140216,forget,for_000,M_npo_s1
9,-2,real,-43.79265308380127,7.559791564941406,-42.0849928855896,0.03325372744943859,forget,for_000,M_npo_s1
9,-1,real,-43.79265308380127,7.559791564941406,-21.7432804107666,0.4293733788888769,forget,for_000,M_npo_s1
9,-12,random_position,-43.79265308380127,7.559791564941406,-43.77934217453003,0.00025920692505076564,forget,for_000,M_npo_s1
10,-6,real,-43.79265308380127,7.559791564941406,-43.459190368652344,0.006493609358422051,forget,for_000,M_npo_s1
10,-5,real,-43.79265308380127,7.559791564941406,-43.42758750915527,0.007109020361992337,forget,for_000,M_npo_s1
10,-4,real,-43.79265308380127,7.559791564941406,-43.05608081817627,0.014343470318954608,forget,for_000,M_npo_s1
10,-3,real,-43.79265308380127,7.559791564941406,-43.013360023498535,0.015175383871852627,forget,for_000,M_npo_s1
10,-2,real,-43.79265308380127,7.559791564941406,-42.407479763031006,0.02697385353793821,forget,for_000,M_npo_s1
10,-1,real,-43.79265308380127,7.559791564941406,-6.929117202758789,0.7178535731491228,forget,for_000,M_npo_s1
10,-6,random_position,-43.79265308380127,7.559791564941406,-43.459190368652344,0.006493609358422051,forget,for_000,M_npo_s1
11,-6,real,-43.79265308380127,7.559791564941406,-43.79265308380127,0.0,forget,for_000,M_npo_s1
11,-5,real,-43.79265308380127,7.559791564941406,-43.79265308380127,0.0,forget,for_000,M_npo_s1
11,-4,real,-43.79265308380127,7.559791564941406,-43.79265308380127,0.0,forget,for_000,M_npo_s1
11,-3,real,-43.79265308380127,7.559791564941406,-43.79265308380127,0.0,forget,for_000,M_npo_s1
11,-2,real,-43.79265308380127,7.559791564941406,-43.79265308380127,0.0,forget,for_000,M_npo_s1
11,-1,real,-43.79265308380127,7.559791564941406,7.632377624511719,1.0014134879082546,forget,for_000,M_npo_s1
11,-6,random_position,-43.79265308380127,7.559791564941406,-43.79265308380127,0.0,forget,for_000,M_npo_s1
0,-6,real,-44.09300136566162,9.135322570800781,-44.082223415374756,0.00020248524638368588,forget,for_000,M_npo_s1
0,-5,real,-44.09300136566162,9.135322570800781,-42.5777587890625,0.028466847432728412,forget,for_000,M_npo_s1
0,-4,real,-44.09300136566162,9.135322570800781,-40.38628959655762,0.06963795766946622,forget,for_000,M_npo_s1
0,-3,real,-44.09300136566162,9.135322570800781,-44.024659633636475,0.0012839354496062033,forget,for_000,M_npo_s1
0,-2,real,-44.09300136566162,9.135322570800781,-44.090487003326416,4.7237300543342724e-05,forget,for_000,M_npo_s1
0,-1,real,-44.09300136566162,9.135322570800781,-44.1209716796875,-0.0005254780154127437,forget,for_000,M_npo_s1
0,-10,random_position,-44.09300136566162,9.135322570800781,-44.049643993377686,0.0008145545280683717,forget,for_000,M_npo_s1
1,-6,real,-44.09300136566162,9.135322570800781,-44.017019748687744,0.0014274658932446325,forget,for_000,M_npo_s1
1,-5,real,-44.09300136566162,9.135322570800781,-42.21810007095337,0.03522375224413011,forget,for_000,M_npo_s1
1,-4,real,-44.09300136566162,9.135322570800781,-36.4770393371582,0.14308100397063866,forget,for_000,M_npo_s1
1,-3,real,-44.09300136566162,9.135322570800781,-43.99124526977539,0.001911690775905225,forget,for_000,M_npo_s1
1,-2,real,-44.09300136566162,9.135322570800781,-43.997838497161865,0.0017878238776285703,forget,for_000,M_npo_s1
1,-1,real,-44.09300136566162,9.135322570800781,-44.02822780609131,0.0012169002286758347,forget,for_000,M_npo_s1
1,-3,random_position,-44.09300136566162,9.135322570800781,-43.99124526977539,0.001911690775905225,forget,for_000,M_npo_s1
2,-6,real,-44.09300136566162,9.135322570800781,-43.75174522399902,0.006411175788100117,forget,for_000,M_npo_s1
2,-5,real,-44.09300136566162,9.135322570800781,-42.74667453765869,0.02529342891972352,forget,for_000,M_npo_s1
2,-4,real,-44.09300136566162,9.135322570800781,-31.184706687927246,0.24250800557129604,forget,for_000,M_npo_s1
2,-3,real,-44.09300136566162,9.135322570800781,-43.9497504234314,0.0026912540473981563,forget,for_000,M_npo_s1
2,-2,real,-44.09300136566162,9.135322570800781,-43.89152002334595,0.0037852280029740957,forget,for_000,M_npo_s1
2,-1,real,-44.09300136566162,9.135322570800781,-43.97035884857178,0.0023040837663090745,forget,for_000,M_npo_s1
2,-7,random_position,-44.09300136566162,9.135322570800781,-43.746097564697266,0.006517278308038549,forget,for_000,M_npo_s1
3,-6,real,-44.09300136566162,9.135322570800781,-43.58017015457153,0.009634554935493448,forget,for_000,M_npo_s1
3,-5,real,-44.09300136566162,9.135322570800781,-43.066965103149414,0.01927613320564003,forget,for_000,M_npo_s1
3,-4,real,-44.09300136566162,9.135322570800781,-24.813413619995117,0.36220542598110295,forget,for_000,M_npo_s1
3,-3,real,-44.09300136566162,9.135322570800781,-43.93186902999878,0.0030271916105264235,forget,for_000,M_npo_s1
3,-2,real,-44.09300136566162,9.135322570800781,-43.80101680755615,0.005485511030818948,forget,for_000,M_npo_s1
3,-1,real,-44.09300136566162,9.135322570800781,-43.84907865524292,0.004582573569475283,forget,for_000,M_npo_s1
3,-10,random_position,-44.09300136566162,9.135322570800781,-44.042667865753174,0.0009456149693634797,forget,for_000,M_npo_s1
4,-6,real,-44.09300136566162,9.135322570800781,-43.361321449279785,0.01374606341644775,forget,for_000,M_npo_s1
4,-5,real,-44.09300136566162,9.135322570800781,-43.2926230430603,0.015036699700646486,forget,for_000,M_npo_s1
4,-4,real,-44.09300136566162,9.135322570800781,-19.25934600830078,0.46654963975578645,forget,for_000,M_npo_s1
4,-3,real,-44.09300136566162,9.135322570800781,-43.895355224609375,0.0037131761144343447,forget,for_000,M_npo_s1
4,-2,real,-44.09300136566162,9.135322570800781,-43.8831000328064,0.003943414282699934,forget,for_000,M_npo_s1
4,-1,real,-44.09300136566162,9.135322570800781,-43.56398248672485,0.009938672492642206,forget,for_000,M_npo_s1
4,-8,random_position,-44.09300136566162,9.135322570800781,-44.02989864349365,0.0011855102227771293,forget,for_000,M_npo_s1
5,-6,real,-44.09300136566162,9.135322570800781,-43.41810703277588,0.012679233215972575,forget,for_000,M_npo_s1
5,-5,real,-44.09300136566162,9.135322570800781,-43.388845920562744,0.013228961444275671,forget,for_000,M_npo_s1
5,-4,real,-44.09300136566162,9.135322570800781,-13.61988639831543,0.5724981121652702,forget,for_000,M_npo_s1
5,-3,real,-44.09300136566162,9.135322570800781,-43.874749183654785,0.004100301603848343,forget,for_000,M_npo_s1
5,-2,real,-44.09300136566162,9.135322570800781,-43.839638233184814,0.004759930686136974,forget,for_000,M_npo_s1
5,-1,real,-44.09300136566162,9.135322570800781,-43.29010486602783,0.015084008667869962,forget,for_000,M_npo_s1
5,-9,random_position,-44.09300136566162,9.135322570800781,-43.999937534332275,0.00174838928688482,forget,for_000,M_npo_s1
6,-6,real,-44.09300136566162,9.135322570800781,-43.76947355270386,0.006078113850512228,forget,for_000,M_npo_s1
6,-5,real,-44.09300136566162,9.135322570800781,-43.27819585800171,0.015307743084913387,forget,for_000,M_npo_s1
6,-4,real,-44.09300136566162,9.135322570800781,-10.017087936401367,0.6401838515512155,forget,for_000,M_npo_s1
6,-3,real,-44.09300136566162,9.135322570800781,-43.74839782714844,0.006474063299917728,forget,for_000,M_npo_s1
6,-2,real,-44.09300136566162,9.135322570800781,-43.79695224761963,0.005561871878501757,forget,for_000,M_npo_s1
6,-1,real,-44.09300136566162,9.135322570800781,-42.10208749771118,0.03740327932036624,forget,for_000,M_npo_s1
6,-2,random_position,-44.09300136566162,9.135322570800781,-43.79695224761963,0.005561871878501757,forget,for_000,M_npo_s1
7,-6,real,-44.09300136566162,9.135322570800781,-43.92637300491333,0.0031304453799295274,forget,for_000,M_npo_s1
7,-5,real,-44.09300136566162,9.135322570800781,-43.864521980285645,0.004292439973287678,forget,for_000,M_npo_s1
7,-4,real,-44.09300136566162,9.135322570800781,-6.113338470458984,0.7135235544996347,forget,for_000,M_npo_s1
7,-3,real,-44.09300136566162,9.135322570800781,-43.66564655303955,0.008028710675395215,forget,for_000,M_npo_s1
7,-2,real,-44.09300136566162,9.135322570800781,-43.73714733123779,0.006685426256303017,forget,for_000,M_npo_s1
7,-1,real,-44.09300136566162,9.135322570800781,-41.12209129333496,0.05581445840513364,forget,for_000,M_npo_s1
7,-7,random_position,-44.09300136566162,9.135322570800781,-43.93753099441528,0.002920820340537489,forget,for_000,M_npo_s1
8,-6,real,-44.09300136566162,9.135322570800781,-44.00611877441406,0.0016322623900626408,forget,for_000,M_npo_s1
8,-5,real,-44.09300136566162,9.135322570800781,-43.95642328262329,0.0025658911071737038,forget,for_000,M_npo_s1
8,-4,real,-44.09300136566162,9.135322570800781,-9.09161376953125,0.6575707256518322,forget,for_000,M_npo_s1
8,-3,real,-44.09300136566162,9.135322570800781,-43.40276622772217,0.012967440770131579,forget,for_000,M_npo_s1
8,-2,real,-44.09300136566162,9.135322570800781,-43.586379528045654,0.00951789949690528,forget,for_000,M_npo_s1
8,-1,real,-44.09300136566162,9.135322570800781,-34.025424003601074,0.18913947720912677,forget,for_000,M_npo_s1
8,-4,random_position,-44.09300136566162,9.135322570800781,-9.09161376953125,0.6575707256518322,forget,for_000,M_npo_s1
9,-6,real,-44.09300136566162,9.135322570800781,-43.900981426239014,0.003607476719571667,forget,for_000,M_npo_s1
9,-5,real,-44.09300136566162,9.135322570800781,-43.93206787109375,0.0030234559848244373,forget,for_000,M_npo_s1
9,-4,real,-44.09300136566162,9.135322570800781,-26.582433700561523,0.328970863069108,forget,for_000,M_npo_s1
9,-3,real,-44.09300136566162,9.135322570800781,-43.21137619018555,0.01656308352914611,forget,for_000,M_npo_s1
9,-2,real,-44.09300136566162,9.135322570800781,-43.30978536605835,0.014714271306723483,forget,for_000,M_npo_s1
9,-1,real,-44.09300136566162,9.135322570800781,-20.250823974609375,0.44792275292215067,forget,for_000,M_npo_s1
9,-10,random_position,-44.09300136566162,9.135322570800781,-44.03589153289795,0.0010729218682865678,forget,for_000,M_npo_s1
10,-6,real,-44.09300136566162,9.135322570800781,-44.155224323272705,-0.0011689820946712186,forget,for_000,M_npo_s1
10,-5,real,-44.09300136566162,9.135322570800781,-43.7754225730896,0.0059663496628432075,forget,for_000,M_npo_s1
10,-4,real,-44.09300136566162,9.135322570800781,-40.90787076950073,0.05983901728641533,forget,for_000,M_npo_s1
10,-3,real,-44.09300136566162,9.135322570800781,-43.3431339263916,0.014087752230656773,forget,for_000,M_npo_s1
10,-2,real,-44.09300136566162,9.135322570800781,-43.604872703552246,0.009170468389950519,forget,for_000,M_npo_s1
10,-1,real,-44.09300136566162,9.135322570800781,-3.5798873901367188,0.761119475110368,forget,for_000,M_npo_s1
10,-5,random_position,-44.09300136566162,9.135322570800781,-43.7754225730896,0.0059663496628432075,forget,for_000,M_npo_s1
11,-6,real,-44.09300136566162,9.135322570800781,-44.09300136566162,0.0,forget,for_000,M_npo_s1
11,-5,real,-44.09300136566162,9.135322570800781,-44.09300136566162,0.0,forget,for_000,M_npo_s1
11,-4,real,-44.09300136566162,9.135322570800781,-44.09300136566162,0.0,forget,for_000,M_npo_s1
11,-3,real,-44.09300136566162,9.135322570800781,-44.09300136566162,0.0,forget,for_000,M_npo_s1
11,-2,real,-44.09300136566162,9.135322570800781,-44.09300136566162,0.0,forget,for_000,M_npo_s1
11,-1,real,-44.09300136566162,9.135322570800781,8.876596450805664,0.9951393149199296,forget,for_000,M_npo_s1
11,-5,random_position,-44.09300136566162,9.135322570800781,-44.09300136566162,0.0,forget,for_000,M_npo_s1
0,-6,real,-44.9268274307251,9.279396057128906,-44.872668504714966,0.0009991274529993265,forget,for_000,M_npo_s1
0,-5,real,-44.9268274307251,9.279396057128906,-44.6953284740448,0.0042707080808197205,forget,for_000,M_npo_s1
0,-4,real,-44.9268274307251,9.279396057128906,-44.901761531829834,0.0004624173624801623,forget,for_000,M_npo_s1
0,-3,real,-44.9268274307251,9.279396057128906,-43.495285511016846,0.026409180119862395,forget,for_000,M_npo_s1
0,-2,real,-44.9268274307251,9.279396057128906,-41.25426721572876,0.06775163401337576,forget,for_000,M_npo_s1
0,-1,real,-44.9268274307251,9.279396057128906,-44.918832302093506,0.0001474946623681184,forget,for_000,M_npo_s1
0,-11,random_position,-44.9268274307251,9.279396057128906,-44.90623474121094,0.0003798952996379533,forget,for_000,M_npo_s1
1,-6,real,-44.9268274307251,9.279396057128906,-44.893136739730835,0.0006215280981862124,forget,for_000,M_npo_s1
1,-5,real,-44.9268274307251,9.279396057128906,-44.527841091156006,0.007360526410007012,forget,for_000,M_npo_s1
1,-4,real,-44.9268274307251,9.279396057128906,-44.859575271606445,0.0012406722843129173,forget,for_000,M_npo_s1
1,-3,real,-44.9268274307251,9.279396057128906,-43.23571300506592,0.031197790896429226,forget,for_000,M_npo_s1
1,-2,real,-44.9268274307251,9.279396057128906,-37.61250114440918,0.1349351756252645,forget,for_000,M_npo_s1
1,-1,real,-44.9268274307251,9.279396057128906,-44.848867416381836,0.001438211506483757,forget,for_000,M_npo_s1
1,-3,random_position,-44.9268274307251,9.279396057128906,-43.23571300506592,0.031197790896429226,forget,for_000,M_npo_s1
2,-6,real,-44.9268274307251,9.279396057128906,-44.94395327568054,-0.0003159387216724612,forget,for_000,M_npo_s1
2,-5,real,-44.9268274307251,9.279396057128906,-44.57482576370239,0.006493750059927679,forget,for_000,M_npo_s1
2,-4,real,-44.9268274307251,9.279396057128906,-44.645512342453,0.005189719374845012,forget,for_000,M_npo_s1
2,-3,real,-44.9268274307251,9.279396057128906,-43.66666889190674,0.023247488161589478,forget,for_000,M_npo_s1
2,-2,real,-44.9268274307251,9.279396057128906,-32.327364921569824,0.2324357186030205,forget,for_000,M_npo_s1
2,-1,real,-44.9268274307251,9.279396057128906,-44.73436641693115,0.003550533525676624,forget,for_000,M_npo_s1
2,-8,random_position,-44.9268274307251,9.279396057128906,-44.89218735694885,0.0006390423746086448,forget,for_000,M_npo_s1
3,-6,real,-44.9268274307251,9.279396057128906,-44.94151496887207,-0.0002709566762248932,forget,for_000,M_npo_s1
3,-5,real,-44.9268274307251,9.279396057128906,-44.82082200050354,0.0019555951955463244,forget,for_000,M_npo_s1
3,-4,real,-44.9268274307251,9.279396057128906,-44.50002884864807,0.007873608501294305,forget,for_000,M_npo_s1
3,-3,real,-44.9268274307251,9.279396057128906,-43.96065545082092,0.017824004657337272,forget,for_000,M_npo_s1
3,-2,real,-44.9268274307251,9.279396057128906,-25.416290283203125,0.3599316811268673,forget,for_000,M_npo_s1
3,-1,real,-44.9268274307251,9.279396057128906,-44.603718519210815,0.005960734593264578,forget,for_000,M_npo_s1
3,-11,random_position,-44.9268274307251,9.279396057128906,-44.874990463256836,0.0009562918080776617,forget,for_000,M_npo_s1
4,-6,real,-44.9268274307251,9.279396057128906,-44.919185400009155,0.00014098068864094055,forget,for_000,M_npo_s1
4,-5,real,-44.9268274307251,9.279396057128906,-44.96617579460144,-0.0007259012221199945,forget,for_000,M_npo_s1
4,-4,real,-44.9268274307251,9.279396057128906,-44.3369460105896,0.01088217149581861,forget,for_000,M_npo_s1
4,-3,real,-44.9268274307251,9.279396057128906,-44.18442368507385,0.013695913455723319,forget,for_000,M_npo_s1
4,-2,real,-44.9268274307251,9.279396057128906,-19.53253173828125,0.4684756483383121,forget,for_000,M_npo_s1
4,-1,real,-44.9268274307251,9.279396057128906,-44.29931426048279,0.011576404513458063,forget,for_000,M_npo_s1
4,-8,random_position,-44.9268274307251,9.279396057128906,-44.85771131515503,0.0012750586763447046,forget,for_000,M_npo_s1
5,-6,real,-44.9268274307251,9.279396057128906,-44.92956614494324,-5.052398123166268e-05,forget,for_000,M_npo_s1
5,-5,real,-44.9268274307251,9.279396057128906,-44.95411443710327,-0.0005033925003885952,forget,for_000,M_npo_s1
5,-4,real,-44.9268274307251,9.279396057128906,-44.288445472717285,0.011776912629798953,forget,for_000,M_npo_s1
5,-3,real,-44.9268274307251,9.279396057128906,-44.44069814682007,0.008968145217014728,forget,for_000,M_npo_s1
5,-2,real,-44.9268274307251,9.279396057128906,-13.6273193359375,0.5774153977319759,forget,for_000,M_npo_s1
5,-1,real,-44.9268274307251,9.279396057128906,-43.97173738479614,0.017619564405606716,forget,for_000,M_npo_s1
5,-10,random_position,-44.9268274307251,9.279396057128906,-44.91228675842285,0.00026824728539711354,forget,for_000,M_npo_s1
6,-6,real,-44.9268274307251,9.279396057128906,-44.92547559738159,2.493871102842582e-05,forget,for_000,M_npo_s1
6,-5,real,-44.9268274307251,9.279396057128906,-44.77456045150757,0.0028090313144882298,forget,for_000,M_npo_s1
6,-4,real,-44.9268274307251,9.279396057128906,-44.43045735359192,0.009157068048549821,forget,for_000,M_npo_s1
6,-3,real,-44.9268274307251,9.279396057128906,-44.34325551986694,0.010765773250905688,forget,for_000,M_npo_s1
6,-2,real,-44.9268274307251,9.279396057128906,-10.744373321533203,0.6306001766909876,forget,for_000,M_npo_s1
6,-1,real,-44.9268274307251,9.279396057128906,-42.16560173034668,0.050939274546531105,forget,for_000,M_npo_s1
6,-2,random_position,-44.9268274307251,9.279396057128906,-10.744373321533203,0.6306001766909876,forget,for_000,M_npo_s1
7,-6,real,-44.9268274307251,9.279396057128906,-44.93779182434082,-0.00020227185939598706,forget,for_000,M_npo_s1
7,-5,real,-44.9268274307251,9.279396057128906,-44.75735831260681,0.0031263775119153817,forget,for_000,M_npo_s1
7,-4,real,-44.9268274307251,9.279396057128906,-44.50054740905762,0.007864042064524143,forget,for_000,M_npo_s1
7,-3,real,-44.9268274307251,9.279396057128906,-44.855488300323486,0.0013160690011470048,forget,for_000,M_npo_s1
7,-2,real,-44.9268274307251,9.279396057128906,-7.1411285400390625,0.6970730749976095,forget,for_000,M_npo_s1
7,-1,real,-44.9268274307251,9.279396057128906,-40.60445833206177,0.07973935132433352,forget,for_000,M_npo_s1
7,-7,random_position,-44.9268274307251,9.279396057128906,-44.901450634002686,0.0004681528261805269,forget,for_000,M_npo_s1
8,-6,real,-44.9268274307251,9.279396057128906,-44.927828311920166,-1.8464322556848606e-05,forget,for_000,M_npo_s1
8,-5,real,-44.9268274307251,9.279396057128906,-44.817753076553345,0.002012210907778758,forget,for_000,M_npo_s1
8,-4,real,-44.9268274307251,9.279396057128906,-44.54859209060669,0.0069777105981780755,forget,for_000,M_npo_s1
8,-3,real,-44.9268274307251,9.279396057128906,-44.86189150810242,0.0011979422000728546,forget,for_000,M_npo_s1
8,-2,real,-44.9268274307251,9.279396057128906,-10.70108413696289,0.631398778434199,forget,for_000,M_npo_s1
8,-1,real,-44.9268274307251,9.279396057128906,-31.210240364074707,0.2530445064066097,forget,for_000,M_npo_s1
8,-5,random_position,-44.9268274307251,9.279396057128906,-44.817753076553345,0.002012210907778758,forget,for_000,M_npo_s1
9,-6,real,-44.9268274307251,9.279396057128906,-44.92247223854065,8.034487378417186e-05,forget,for_000,M_npo_s1
9,-5,real,-44.9268274307251,9.279396057128906,-44.88053297996521,0.0008540430928611158,forget,for_000,M_npo_s1
9,-4,real,-44.9268274307251,9.279396057128906,-44.519906520843506,0.007506903888494844,forget,for_000,M_npo_s1
9,-3,real,-44.9268274307251,9.279396057128906,-44.78372836112976,0.0026399011107534755,forget,for_000,M_npo_s1
9,-2,real,-44.9268274307251,9.279396057128906,-27.634346961975098,0.31901282465517505,forget,for_000,M_npo_s1
9,-1,real,-44.9268274307251,9.279396057128906,-14.499040603637695,0.5613338260671371,forget,for_000,M_npo_s1
9,-10,random_position,-44.9268274307251,9.279396057128906,-44.91754937171936,0.0001711622468555892,forget,for_000,M_npo_s1
10,-6,real,-44.9268274307251,9.279396057128906,-44.923319816589355,6.470869782190488e-05,forget,for_000,M_npo_s1
10,-5,real,-44.9268274307251,9.279396057128906,-44.87826204299927,0.0008959374883718311,forget,for_000,M_npo_s1
10,-4,real,-44.9268274307251,9.279396057128906,-44.98289680480957,-0.0010343715255691282,forget,for_000,M_npo_s1
