alpha,predicted_delta,actual_delta,abs_error,entity_id
1.0,0.11848549544811249,0.1187896728515625,0.0003041774034500122,for_001
2.0,0.23697099089622498,0.23818588256835938,0.0012148916721343994,for_001
-2.0,-0.2523811161518097,-0.2511911392211914,0.0011899769306182861,for_001
-1.0,-0.12619055807590485,-0.12588977813720703,0.00030077993869781494,for_001
-0.5,-0.06309527903795242,-0.0630197525024414,7.552653551101685e-05,for_001
0.5,0.06309527903795242,0.06317329406738281,7.80150294303894e-05,for_001
1.0,0.12619055807590485,0.1264972686767578,0.0003067106008529663,for_001
2.0,0.2523811161518097,0.2536306381225586,0.0012495219707489014,for_001
-2.0,-0.23517835140228271,-0.23371315002441406,0.0014652013778686523,for_001
-1.0,-0.11758917570114136,-0.11721992492675781,0.0003692507743835449,for_001
-0.5,-0.05879458785057068,-0.0587005615234375,9.402632713317871e-05,for_001
0.5,0.05879458785057068,0.05888938903808594,9.480118751525879e-05,for_001
1.0,0.11758917570114136,0.11796951293945312,0.0003803372383117676,for_001
2.0,0.23517835140228271,0.23668861389160156,0.0015102624893188477,for_001
-2.0,-0.23459619283676147,-0.23352813720703125,0.0010680556297302246,for_001
-1.0,-0.11729809641838074,-0.117034912109375,0.0002631843090057373,for_001
-0.5,-0.05864904820919037,-0.05858421325683594,6.483495235443115e-05,for_001
0.5,0.05864904820919037,0.05871772766113281,6.867945194244385e-05,for_001
1.0,0.11729809641838074,0.1175689697265625,0.0002708733081817627,for_001
2.0,0.23459619283676147,0.2356891632080078,0.0010929703712463379,for_001
-2.0,-0.23179683089256287,-0.2309436798095703,0.0008531510829925537,for_001
-1.0,-0.11589841544628143,-0.11568641662597656,0.0002119988203048706,for_001
-0.5,-0.05794920772314072,-0.057903289794921875,4.591792821884155e-05,for_001
0.5,0.05794920772314072,0.05799674987792969,4.754215478897095e-05,for_001
1.0,0.11589841544628143,0.11611366271972656,0.0002152472734451294,for_001
2.0,0.23179683089256287,0.2326812744140625,0.0008844435214996338,for_001
-2.0,-0.02950933389365673,-0.029388427734375,0.00012090615928173065,for_002
-1.0,-0.014754666946828365,-0.01471710205078125,3.7564896047115326e-05,for_002
-0.5,-0.007377333473414183,-0.0073719024658203125,5.431007593870163e-06,for_002
0.5,0.007377333473414183,0.007389068603515625,1.1735130101442337e-05,for_002
1.0,0.014754666946828365,0.014799118041992188,4.4451095163822174e-05,for_002
2.0,0.02950933389365673,0.0296783447265625,0.00016901083290576935,for_002
-2.0,-0.03177585452795029,-0.03188133239746094,0.00010547786951065063,for_002
-1.0,-0.015887927263975143,-0.015903472900390625,1.5545636415481567e-05,for_002
-0.5,-0.007943963631987572,-0.007955551147460938,1.1587515473365784e-05,for_002
0.5,0.007943963631987572,0.007940292358398438,3.6712735891342163e-06,for_002
1.0,0.015887927263975143,0.0158843994140625,3.5278499126434326e-06,for_002
2.0,0.03177585452795029,0.03177833557128906,2.4810433387756348e-06,for_002
-2.0,-0.06194017082452774,-0.06273269653320312,0.0007925257086753845,for_002
-1.0,-0.03097008541226387,-0.031162261962890625,0.00019217655062675476,for_002
-0.5,-0.015485042706131935,-0.015535354614257812,5.031190812587738e-05,for_002
0.5,0.015485042706131935,0.01543426513671875,5.077756941318512e-05,for_002
1.0,0.03097008541226387,0.030801773071289062,0.00016831234097480774,for_002
2.0,0.06194017082452774,0.061305999755859375,0.0006341710686683655,for_002
-2.0,-0.046877577900886536,-0.04706764221191406,0.00019006431102752686,for_002
-1.0,-0.023438788950443268,-0.023485183715820312,4.639476537704468e-05,for_002
-0.5,-0.011719394475221634,-0.0117340087890625,1.4614313840866089e-05,for_002
0.5,0.011719394475221634,0.011707305908203125,1.2088567018508911e-05,for_002
1.0,0.023438788950443268,0.023408889770507812,2.9899179935455322e-05,for_002
2.0,0.046877577900886536,0.04679107666015625,8.650124073028564e-05,for_002
-2.0,-0.05369018018245697,-0.05450630187988281,0.0008161216974258423,for_002
-1.0,-0.026845090091228485,-0.027042388916015625,0.0001972988247871399,for_002
-0.5,-0.013422545045614243,-0.013471603393554688,4.9058347940444946e-05,for_002
0.5,0.013422545045614243,0.013376235961914062,4.6309083700180054e-05,for_002
1.0,0.026845090091228485,0.0266571044921875,0.0001879855990409851,for_002
2.0,0.05369018018245697,0.05295753479003906,0.0007326453924179077,for_002
-2.0,-0.03872834891080856,-0.03857231140136719,0.00015603750944137573,for_002
-1.0,-0.01936417445540428,-0.019321441650390625,4.2732805013656616e-05,for_002
-0.5,-0.00968208722770214,-0.009672164916992188,9.922310709953308e-06,for_002
0.5,0.00968208722770214,0.009693145751953125,1.1058524250984192e-05,for_002
1.0,0.01936417445540428,0.019412994384765625,4.8819929361343384e-05,for_002
2.0,0.03872834891080856,0.03896903991699219,0.00024069100618362427,for_002
-2.0,-0.09845246374607086,-0.095733642578125,0.002718821167945862,for_003
-1.0,-0.04922623187303543,-0.04855155944824219,0.0006746724247932434,for_003
-0.5,-0.024613115936517715,-0.024461746215820312,0.00015136972069740295,for_003
0.5,0.024613115936517715,0.024776458740234375,0.00016334280371665955,for_003
1.0,0.04922623187303543,0.04990959167480469,0.0006833598017692566,for_003
2.0,0.09845246374607086,0.1011810302734375,0.002728566527366638,for_003
-2.0,-0.11886098980903625,-0.11647987365722656,0.0023811161518096924,for_003
-1.0,-0.05943049490451813,-0.05883216857910156,0.0005983263254165649,for_003
-0.5,-0.029715247452259064,-0.029565811157226562,0.00014943629503250122,for_003
0.5,0.029715247452259064,0.02985382080078125,0.00013857334852218628,for_003
1.0,0.05943049490451813,0.06001472473144531,0.0005842298269271851,for_003
2.0,0.11886098980903625,0.12123870849609375,0.002377718687057495,for_003
